X1,Y1,Z1,X2,Y2,Z2
1762.5,1450.5,240,1750.5,1450.5,262.5
1750.5,1450.5,262.5,1771.5,1441.5,258.75
1750.5,1450.5,262.5,1764,1426.5,285
1764,1426.5,285,1771.5,1441.5,258.75
1764,1426.5,285,1809,1380,288.75
1809,1380,288.75,1812,1383,281.25
1812,1383,281.25,1809,1383,251.25
1812,1383,281.25,1857.128052,1391.748169,277.943115
1857.128052,1391.748169,277.943115,1873.5,1363.5,281.25
1873.5,1363.5,281.25,1854,1347,270
1854,1347,270,1855.5,1338,236.25
1854,1347,270,1884,1342.5,288.75
1884,1342.5,288.75,1900.5,1329,296.25
1900.5,1329,296.25,1897.5,1305,277.5
1897.5,1305,277.5,1911,1296,243.75
1911,1296,243.75,1915.5,1303.5,225
1911,1296,243.75,1948.5,1294.5,262.5
1948.5,1294.5,262.5,1983,1291.5,240
1983,1291.5,240,1959,1294.5,172.5
1983,1291.5,240,2010,1297.5,247.5
2010,1297.5,247.5,2020.5,1300.5,210
2020.5,1300.5,210,2004,1300.5,176.25
2020.5,1300.5,210,2049,1312.5,176.25
2010,1297.5,247.5,2017.5,1300.5,300
2017.5,1300.5,300,2065.5,1315.5,273.75
2065.5,1315.5,273.75,2086.5,1312.5,266.25
2086.5,1312.5,266.25,2110.5,1309.5,255
2110.5,1309.5,255,2130,1297.5,255
2130,1297.5,255,2154,1296,247.5
2154,1296,247.5,2143.5,1269,232.5
2143.5,1269,232.5,2056.5,1227,225
2056.5,1227,225,2019,1207.5,213.75
2019,1207.5,213.75,1958.552002,1174.098999,224.779068
1958.552002,1174.098999,224.779068,1909.5,1146,180
1909.5,1146,180,1902,1129.5,142.5
1902,1129.5,142.5,1893,1123.5,135
1893,1123.5,135,1889.283569,1102.152466,119.305267
1889.283569,1102.152466,119.305267,1933.831909,1082.102661,112.075798
1933.831909,1082.102661,112.075798,1927.5,1117.5,90
1927.5,1117.5,90,1926,1134,71.25
1926,1134,71.25,1981.5,1140,30
1926,1134,71.25,1915.5,1182,60
1915.5,1182,60,1945.5,1218,30
1915.5,1182,60,1888.5,1162.5,33.75
1927.5,1117.5,90,1966.5,1138.5,116.25
1966.5,1138.5,116.25,2005.5,1162.5,86.25
2005.5,1162.5,86.25,2023.5,1170,93.75
2023.5,1170,93.75,2073,1186.5,52.5
2073,1186.5,52.5,2055,1167,30
2073,1186.5,52.5,2122.425537,1189.983032,71.219658
2122.425537,1189.983032,71.219658,2209.5,1153.5,60
2209.5,1153.5,60,2253,1116,30
2209.5,1153.5,60,2184,1155,127.5
2184,1155,127.5,2217,1188,120
2217,1188,120,2251.5,1213.5,90
2251.5,1213.5,90,2295.410645,1240.986084,100.575928
2295.410645,1240.986084,100.575928,2311.5,1245,41.25
2311.5,1245,41.25,2332.5,1243.5,30
2311.5,1245,41.25,2302.5,1273.5,30
2217,1188,120,2217,1227,146.25
2217,1227,146.25,2220.945801,1268.740479,144.008377
2220.945801,1268.740479,144.008377,2223,1279.5,108.75
2223,1279.5,108.75,2218.5,1281,93.75
2218.5,1281,93.75,2214,1260,67.5
2218.5,1281,93.75,2208,1294.5,90
2208,1294.5,90,2187,1290,67.5
2208,1294.5,90,2239.5,1338,105
2239.5,1338,105,2227.5,1356,90
2227.5,1356,90,2221.5,1357.5,71.25
2227.5,1356,90,2241,1389,123.75
2241,1389,123.75,2251.5,1404,123.75
2251.5,1404,123.75,2254.5,1392,131.25
2254.5,1392,131.25,2259,1395,131.25
2259,1395,131.25,2251.5,1404,123.75
2259,1395,131.25,2257.5,1384.5,135
2257.5,1384.5,135,2241,1389,123.75
2257.5,1384.5,135,2272.5,1351.5,127.5
2272.5,1351.5,127.5,2256,1344,108.75
2256,1344,108.75,2275.5,1383,67.5
2275.5,1383,67.5,2278.5,1383,63.75
2278.5,1383,63.75,2305.5,1342.5,30
2278.5,1383,63.75,2356.5,1381.5,33.75
2275.5,1383,67.5,2269.5,1390.5,71.25
2256,1344,108.75,2239.5,1338,105
2272.5,1351.5,127.5,2298,1338,120
2272.5,1351.5,127.5,2271,1315.5,135
2271,1315.5,135,2232,1285.5,112.5
2232,1285.5,112.5,2267.031494,1311.810913,75.60482
2267.031494,1311.810913,75.60482,2293.5,1299,30
2232,1285.5,112.5,2223,1279.5,108.75
2271,1315.5,135,2286,1303.5,135
2254.5,1392,131.25,2257.5,1384.5,135
2251.5,1404,123.75,2263.5,1419,135
2218.5,1281,93.75,2175,1233,116.25
2175,1233,116.25,2164.5,1239,93.75
2164.5,1239,93.75,2143.5,1221,30
2164.5,1239,93.75,2187,1290,67.5
2175,1233,116.25,2176.5,1228.5,131.25
2176.5,1228.5,131.25,2154,1209,165
2154,1209,165,2115,1218,161.25
2115,1218,161.25,2089.5,1266,101.25
2089.5,1266,101.25,2086.5,1275,93.75
2086.5,1275,93.75,2098.5,1282.5,30
2086.5,1275,93.75,2103,1270.5,101.25
2103,1270.5,101.25,2089.5,1266,101.25
2103,1270.5,101.25,2134.847168,1288.260864,146.04895
2134.847168,1288.260864,146.04895,1974,1249.5,228.75
1974,1249.5,228.75,1968,1251,225
1968,1251,225,1966.5,1240.5,240
1966.5,1240.5,240,1963.5,1240.5,247.5
1963.5,1240.5,247.5,1959,1246.5,240
1959,1246.5,240,1962,1252.5,225
1962,1252.5,225,1917,1260,258.75
1917,1260,258.75,1873.5,1242,247.5
1873.5,1242,247.5,1858.064941,1273.196411,240
1858.064941,1273.196411,240,1819.5,1272,221.25
1819.5,1272,221.25,1851,1251,202.5
1851,1251,202.5,1863,1243.5,168.75
1851,1251,202.5,1875,1237.5,206.25
1875,1237.5,206.25,1878,1245,191.25
1878,1245,191.25,1863,1243.5,168.75
1878,1245,191.25,1884,1243.5,191.25
1884,1243.5,191.25,1894.5,1242,187.5
1894.5,1242,187.5,1906.5,1236,183.75
1906.5,1236,183.75,1909.5,1231.5,165
1909.5,1231.5,165,1923,1222.5,120
1923,1222.5,120,1939.5,1254,30
1923,1222.5,120,1965,1198.5,161.25
1965,1198.5,161.25,1966.5,1153.5,165
1966.5,1153.5,165,1966.5,1138.5,116.25
1966.5,1153.5,165,1981.5,1125,225
1981.5,1125,225,2017.5,1113,165
2017.5,1113,165,1984.5,1065,116.25
1984.5,1065,116.25,2028.330566,1076.906738,88.708221
2028.330566,1076.906738,88.708221,2028,1027.5,30
2028,1027.5,30,1995,1015.5,75
1995,1015.5,75,1999.5,981,67.5
1995,1015.5,75,1937.267212,1004.063354,127.005783
1937.267212,1004.063354,127.005783,1954.5,975,138.75
1954.5,975,138.75,1929,963,112.5
1954.5,975,138.75,1950,988.5,183.75
1950,988.5,183.75,1946.754761,1033.453003,171.375107
1946.754761,1033.453003,171.375107,2021.230347,1082.527832,179.998581
2021.230347,1082.527832,179.998581,2017.5,1113,165
1950,988.5,183.75,1933.5,976.5,210
1933.5,976.5,210,1927.5,957,206.25
1927.5,957,206.25,1929.859497,930.561829,157.968613
1929.859497,930.561829,157.968613,1969.5,934.5,101.25
1927.5,957,206.25,1881.338501,961.578247,286.272095
1881.338501,961.578247,286.272095,1890,919.5,307.5
1890,919.5,307.5,1963.5,870,326.25
1963.5,870,326.25,1974,873,318.75
1963.5,870,326.25,1951.5,874.5,352.5
1951.5,874.5,352.5,1935,838.5,341.25
1935,838.5,341.25,1909.5,847.5,318.75
1909.5,847.5,318.75,1873.5,874.5,292.5
1873.5,874.5,292.5,1878,876,232.5
1878,876,232.5,1845,855,165
1845,855,165,1848,850.5,157.5
1848,850.5,157.5,1860,852,146.25
1860,852,146.25,1857,858,135
1860,852,146.25,1861.5,862.5,135
1848,850.5,157.5,1827,844.5,153.75
1845,855,165,1833,850.5,191.25
1833,850.5,191.25,1827,844.5,153.75
1833,850.5,191.25,1831.5,847.5,213.75
1831.5,847.5,213.75,1870.5,841.5,273.75
1870.5,841.5,273.75,1905,828,296.25
1905,828,296.25,1923,819,281.25
1905,828,296.25,1909.5,847.5,318.75
1905,828,296.25,1900.5,799.5,341.25
1900.5,799.5,341.25,1933.5,730.5,311.25
1900.5,799.5,341.25,1900.5,795,363.75
1900.5,795,363.75,1945.253906,807.121582,366.91571
1945.253906,807.121582,366.91571,1935,838.5,341.25
1900.5,795,363.75,1875,754.5,378.75
1875,754.5,378.75,1861.5,747,386.25
1861.5,747,386.25,1800,777,390
1800,777,390,1791,739.5,367.5
1791,739.5,367.5,1833,705,352.5
1833,705,352.5,1839,696,341.25
1839,696,341.25,1845.575684,675.374512,366.408966
1845.575684,675.374512,366.408966,1848,627,318.75
1848,627,318.75,1870.5,603,300
1870.5,603,300,1807.5,564,266.25
1870.5,603,300,1904.01416,571.721069,329.897644
1904.01416,571.721069,329.897644,1893,520.5,318.75
1893,520.5,318.75,1857,475.5,300
1893,520.5,318.75,1852.512207,563.223633,364.589874
1852.512207,563.223633,364.589874,1828.5,537,363.75
1828.5,537,363.75,1780.5,510,348.75
1780.5,510,348.75,1803,465,311.25
1803,465,311.25,1797,459,303.75
1797,459,303.75,1804.5,439.5,300
1797,459,303.75,1779,445.5,300
1779,445.5,300,1783.5,432,300
1779,445.5,300,1765.5,433.5,300
1803,465,311.25,1831.721558,482.291534,318.453278
1831.721558,482.291534,318.453278,1827,537,330
1827,537,330,1805.968872,549.909485,301.492065
1805.968872,549.909485,301.492065,1728,568.5,296.25
1728,568.5,296.25,1725,556.5,285
1728,568.5,296.25,1689.355347,623.894714,337.232666
1689.355347,623.894714,337.232666,1672.5,655.5,311.25
1672.5,655.5,311.25,1630.5,669,273.75
1672.5,655.5,311.25,1710,690,281.25
1827,537,330,1825.5,543,356.25
1825.5,543,356.25,1810.5,615,405
1810.5,615,405,1765.603638,636.311646,390.008057
1765.603638,636.311646,390.008057,1800,640.5,348.75
1800,640.5,348.75,1797,625.5,341.25
1797,625.5,341.25,1761.504761,601.812195,330.055389
1761.504761,601.812195,330.055389,1744.369385,630.471863,322.288452
1744.369385,630.471863,322.288452,1753.5,631.5,296.25
1753.5,631.5,296.25,1797.692627,666.741699,269.281647
1797.692627,666.741699,269.281647,1833,661.5,221.25
1753.5,631.5,296.25,1774.5,586.5,251.25
1797,625.5,341.25,1809,634.5,326.25
1809,634.5,326.25,1848,627,318.75
1809,634.5,326.25,1801.5,660,326.25
1801.5,660,326.25,1825.5,673.5,296.25
1801.5,660,326.25,1839,696,341.25
1800,640.5,348.75,1882.5,624,371.25
1882.5,624,371.25,1890,616.5,371.25
1882.5,624,371.25,1936.5,664.5,375
1936.5,664.5,375,2022,699,360
2022,699,360,2032.5,678,360
2022,699,360,2035.5,720,360
2035.5,720,360,2053.5,727.5,345
2053.5,727.5,345,2119.5,754.5,296.25
2053.5,727.5,345,2067,763.5,345
2035.5,720,360,2019,754.5,375
2019,754.5,375,1956,700.5,382.5
1956,700.5,382.5,1944,684,386.25
1944,684,386.25,1939.5,676.5,390
1939.5,676.5,390,1936.5,664.5,375
1939.5,676.5,390,1950,675,408.75
1950,675,408.75,1944,684,386.25
1950,675,408.75,1969.5,663,405
1950,675,408.75,1918.5,703.5,431.25
1918.5,703.5,431.25,1896,724.5,435
1896,724.5,435,1833,664.5,427.5
1833,664.5,427.5,1808.929199,671.37854,405.008209
1808.929199,671.37854,405.008209,1792.5,723,416.25
1792.5,723,416.25,1785,721.5,427.5
1785,721.5,427.5,1764,717,408.75
1764,717,408.75,1734,721.5,420
1734,721.5,420,1743,699,435
1743,699,435,1734,721.5,420
1743,699,435,1743,691.5,450
1743,691.5,450,1752,670.5,438.75
1752,670.5,438.75,1698,684,397.5
1698,684,397.5,1738.5,696,382.5
1738.5,696,382.5,1750.5,711,367.5
1750.5,711,367.5,1744.5,702,341.25
1744.5,702,341.25,1758,700.5,322.5
1758,700.5,322.5,1773,727.5,307.5
1773,727.5,307.5,1738.5,712.5,285
1738.5,712.5,285,1717.5,687,266.25
1738.5,712.5,285,1735.5,781.5,315
1735.5,781.5,315,1734,799.5,307.5
1734,799.5,307.5,1687.5,780,296.25
1687.5,780,296.25,1686,796.5,281.25
1686,796.5,281.25,1702.5,802.5,251.25
1702.5,802.5,251.25,1708.5,798,240
1708.5,798,240,1714.5,786,228.75
1708.5,798,240,1758,774,266.25
1758,774,266.25,1715.530151,732.024475,227.252365
1715.530151,732.024475,227.252365,1719,780,202.5
1758,774,266.25,1786.5,760.5,236.25
1786.5,760.5,236.25,1809,753,198.75
1786.5,760.5,236.25,1779,690,228.75
1779,690,228.75,1782,682.5,198.75
1779,690,228.75,1764,673.5,217.5
1702.5,802.5,251.25,1674,843,247.5
1674,843,247.5,1729.5,900,236.25
1729.5,900,236.25,1731,906,217.5
1729.5,900,236.25,1743,889.5,255
1743,889.5,255,1771.5,891,221.25
1771.5,891,221.25,1806,934.5,198.75
1771.5,891,221.25,1767,892.5,202.5
1771.5,891,221.25,1804.5,867,251.25
1804.5,867,251.25,1831.5,847.5,213.75
1804.5,867,251.25,1797,850.5,277.5
1797,850.5,277.5,1813.5,804,315
1813.5,804,315,1815,796.5,315
1815,796.5,315,1830,781.5,307.5
1830,781.5,307.5,1824,766.5,277.5
1824,766.5,277.5,1855.5,742.5,243.75
1824,766.5,277.5,1815,741,307.5
1815,741,307.5,1773,727.5,307.5
1815,741,307.5,1830,720,318.75
1830,720,318.75,1834.5,705,300
1830,720,318.75,1845,723,337.5
1845,723,337.5,1791,768,337.5
1791,768,337.5,1815,796.5,315
1791,768,337.5,1800,810,333.75
1800,810,333.75,1813.5,804,315
1800,810,333.75,1785,820.5,326.25
1785,820.5,326.25,1734,799.5,307.5
1785,820.5,326.25,1785,831,337.5
1785,831,337.5,1779,838.5,341.25
1779,838.5,341.25,1782,907.5,307.5
1782,907.5,307.5,1797,898.5,288.75
1797,898.5,288.75,1717.5,909,285
1717.5,909,285,1688.749512,936.117676,269.999695
1688.749512,936.117676,269.999695,1711.5,979.5,247.5
1711.5,979.5,247.5,1719,970.5,236.25
1719,970.5,236.25,1720.5,966,232.5
1720.5,966,232.5,1741.5,973.5,195
1720.5,966,232.5,1711.5,936,232.5
1719,970.5,236.25,1645.5,1005,236.25
1645.5,1005,236.25,1632,999,221.25
1632,999,221.25,1623,1006.5,213.75
1623,1006.5,213.75,1587,1071,191.25
1587,1071,191.25,1614,1108.5,168.75
1587,1071,191.25,1578,1048.5,217.5
1578,1048.5,217.5,1623,1006.5,213.75
1578,1048.5,217.5,1567.5,1066.5,232.5
1567.5,1066.5,232.5,1545,1083,232.5
1545,1083,232.5,1476.988281,1109.327026,227.897156
1476.988281,1109.327026,227.897156,1509,1158,236.25
1509,1158,236.25,1512,1167,232.5
1512,1167,232.5,1509,1192.5,191.25
1512,1167,232.5,1588.5,1173,251.25
1588.5,1173,251.25,1612.5,1132.5,153.75
1588.5,1173,251.25,1581,1194,258.75
1581,1194,258.75,1599,1228.5,240
1599,1228.5,240,1562.640747,1273.41748,225
1562.640747,1273.41748,225,1505.310669,1261.644165,210.04187
1505.310669,1261.644165,210.04187,1465.5,1297.5,210
1465.5,1297.5,210,1404,1297.5,187.5
1404,1297.5,187.5,1411.5,1300.5,161.25
1411.5,1300.5,161.25,1393.5,1354.5,97.5
1393.5,1354.5,97.5,1390.5,1383,71.25
1390.5,1383,71.25,1383,1396.5,30
1390.5,1383,71.25,1429.5,1413,30
1393.5,1354.5,97.5,1393.5,1368,123.75
1411.5,1300.5,161.25,1453.5,1257,150
1453.5,1257,150,1450.504517,1214.743774,128.412521
1450.504517,1214.743774,128.412521,1360.5,1147.5,123.75
1360.5,1147.5,123.75,1356,1173,71.25
1360.5,1147.5,123.75,1375.5,1111.5,108.75
1453.5,1257,150,1491,1333.5,195
1491,1333.5,195,1534.5,1332,195
1534.5,1332,195,1578.083862,1317.910645,212.734085
1578.083862,1317.910645,212.734085,1587,1329,187.5
1587,1329,187.5,1593,1320,161.25
1593,1320,161.25,1515,1297.5,135
1515,1297.5,135,1469.683472,1303.930176,96.159576
1469.683472,1303.930176,96.159576,1375.5,1267.5,75
1515,1297.5,135,1561.5,1251,146.25
1593,1320,161.25,1591.5,1335,176.25
1591.5,1335,176.25,1596,1372.5,123.75
1591.5,1335,176.25,1587,1329,187.5
1534.5,1332,195,1534.5,1372.5,198.75
1534.5,1372.5,198.75,1508.814941,1431.509399,239.61319
1508.814941,1431.509399,239.61319,1480.5,1432.5,240
1480.5,1432.5,240,1436.200684,1462.304443,240
1436.200684,1462.304443,240,1405.5,1428,225
1405.5,1428,225,1380,1437,180
1405.5,1428,225,1380,1423.5,228.75
1380,1423.5,228.75,1327.5,1423.5,217.5
1327.5,1423.5,217.5,1302,1417.5,221.25
1302,1417.5,221.25,1296,1413,206.25
1302,1417.5,221.25,1297.5,1417.5,232.5
1297.5,1417.5,232.5,1279.5,1420.5,247.5
1279.5,1420.5,247.5,1260,1444.5,232.5
1279.5,1420.5,247.5,1300.5,1351.5,266.25
1300.5,1351.5,266.25,1386,1284,258.75
1386,1284,258.75,1360.88501,1290.640869,240.002274
1360.88501,1290.640869,240.002274,1320,1390.5,273.75
1320,1390.5,273.75,1330.5,1404,285
1330.5,1404,285,1342.5,1416,292.5
1342.5,1416,292.5,1383,1428,285
1383,1428,285,1396.5,1356,270
1396.5,1356,270,1479,1357.5,251.25
1479,1357.5,251.25,1483.5,1359,236.25
1483.5,1359,236.25,1488,1338,202.5
1488,1338,202.5,1465.5,1297.5,210
1483.5,1359,236.25,1480.5,1432.5,240
1479,1357.5,251.25,1627.5,1401,255
1627.5,1401,255,1651.5,1422,225
1651.5,1422,225,1653,1422,213.75
1653,1422,213.75,1692,1378.5,172.5
1653,1422,213.75,1659,1431,183.75
1651.5,1422,225,1635,1443,225
1635,1443,225,1534.5,1372.5,198.75
1635,1443,225,1626,1516.5,236.25
1626,1516.5,236.25,1620,1522.5,243.75
1620,1522.5,243.75,1569,1587,213.75
1569,1587,213.75,1552.5,1617,168.75
1552.5,1617,168.75,1566,1611,138.75
1566,1611,138.75,1555.5,1629,116.25
1555.5,1629,116.25,1545,1575,86.25
1555.5,1629,116.25,1560,1653,93.75
1566,1611,138.75,1569,1609.5,131.25
1569,1609.5,131.25,1579.5,1579.5,105
1569,1609.5,131.25,1598.628052,1614.389648,156.311691
1598.628052,1614.389648,156.311691,1596,1623,251.25
1596,1623,251.25,1608,1642.5,213.75
1608,1642.5,213.75,1596,1668,172.5
1608,1642.5,213.75,1633.5,1663.5,213.75
1633.5,1663.5,213.75,1631.972778,1736.956055,211.114441
1631.972778,1736.956055,211.114441,1722,1758,206.25
1722,1758,206.25,1716,1774.5,180
1722,1758,206.25,1780.5,1710,232.5
1780.5,1710,232.5,1773,1704,243.75
1773,1704,243.75,1713,1648.5,266.25
1713,1648.5,266.25,1705.5,1638,270
1705.5,1638,270,1674,1558.5,270
1674,1558.5,270,1678.5,1551,270
1678.5,1551,270,1684.5,1558.5,255
1684.5,1558.5,255,1650,1530,240
1650,1530,240,1680.276123,1514.799805,228.719681
1680.276123,1514.799805,228.719681,1692,1543.5,191.25
1650,1530,240,1626,1516.5,236.25
1684.5,1558.5,255,1735.5,1546.5,243.75
1735.5,1546.5,243.75,1740,1572,202.5
1740,1572,202.5,1738.5,1578,176.25
1738.5,1578,176.25,1743,1575,157.5
1738.5,1578,176.25,1735.5,1590,198.75
1735.5,1590,198.75,1720.5,1681.5,120
1720.5,1681.5,120,1716,1671,108.75
1716,1671,108.75,1699.5,1674,75
1699.5,1674,75,1720.5,1692,30
1699.5,1674,75,1684.5,1680,75
1699.5,1674,75,1716,1671,108.75
1720.5,1681.5,120,1680,1770,112.5
1680,1770,112.5,1665,1807.5,86.25
1680,1770,112.5,1729.5,1789.5,120
1729.5,1789.5,120,1731,1786.5,108.75
1729.5,1789.5,120,1770,1791,138.75
1770,1791,138.75,1788,1749,157.5
1770,1791,138.75,1780.955078,1823.757202,142.519592
1780.955078,1823.757202,142.519592,1800,1827,172.5
1800,1827,172.5,1786.5,1824,195
1786.5,1824,195,1717.5,1855.5,176.25
1786.5,1824,195,1803,1812,206.25
1803,1812,206.25,1800,1827,172.5
1803,1812,206.25,1810.5,1810.5,206.25
1735.5,1590,198.75,1740,1572,202.5
1740,1572,202.5,1761,1572,198.75
1761,1572,198.75,1761,1552.5,180
1761,1552.5,180,1741.5,1531.5,180
1741.5,1531.5,180,1752,1518,195
1761,1572,198.75,1803,1638,217.5
1803,1638,217.5,1822.59729,1624.893188,189.142792
1822.59729,1624.893188,189.142792,1789.5,1645.5,131.25
1803,1638,217.5,1812,1656,210
1812,1656,210,1839.413818,1704.591675,187.787598
1812,1656,210,1834.5,1668,228.75
1834.5,1668,228.75,1837.5,1653,243.75
1837.5,1653,243.75,1858.5,1672.5,206.25
1858.5,1672.5,206.25,1855.5,1686,191.25
1855.5,1686,191.25,1846.5,1690.5,172.5
1855.5,1686,191.25,1855.5,1713,195
1858.5,1672.5,206.25,1851,1678.5,228.75
1851,1678.5,228.75,1834.5,1668,228.75
1851,1678.5,228.75,1879.5,1701,258.75
1837.5,1653,243.75,1825.5,1648.5,258.75
1825.5,1648.5,258.75,1786.5,1623,270
1786.5,1623,270,1774.5,1596,270
1774.5,1596,270,1738.5,1555.5,270
1738.5,1555.5,270,1735.5,1546.5,243.75
1738.5,1555.5,270,1744.5,1575,300
1744.5,1575,300,1693.5,1545,311.25
1693.5,1545,311.25,1678.5,1551,270
1693.5,1545,311.25,1669.5,1552.5,296.25
1669.5,1552.5,296.25,1674,1558.5,270
1669.5,1552.5,296.25,1653,1549.5,300
1653,1549.5,300,1614,1570.5,296.25
1614,1570.5,296.25,1630.5,1600.5,210
1630.5,1600.5,210,1656,1594.5,183.75
1656,1594.5,183.75,1681.5,1621.5,135
1656,1594.5,183.75,1654.5,1563,187.5
1630.5,1600.5,210,1569,1587,213.75
1614,1570.5,296.25,1602,1579.5,311.25
1602,1579.5,311.25,1569,1579.5,330
1569,1579.5,330,1543.5,1546.5,296.25
1543.5,1546.5,296.25,1554,1561.5,270
1554,1561.5,270,1563,1584,266.25
1563,1584,266.25,1590,1624.5,262.5
1590,1624.5,262.5,1596,1623,251.25
1590,1624.5,262.5,1588.5,1653,307.5
1588.5,1653,307.5,1530,1626,341.25
1530,1626,341.25,1503,1612.5,311.25
1503,1612.5,311.25,1507.5,1624.5,277.5
1507.5,1624.5,277.5,1527,1587,258.75
1527,1587,258.75,1533,1599,232.5
1527,1587,258.75,1522.5,1579.5,281.25
1522.5,1579.5,281.25,1518,1566,296.25
1518,1566,296.25,1530,1555.5,307.5
1530,1555.5,307.5,1543.5,1546.5,296.25
1530,1555.5,307.5,1521,1549.5,330
1521,1549.5,330,1497,1492.5,303.75
1497,1492.5,303.75,1500,1503,281.25
1500,1503,281.25,1426.5,1524,288.75
1426.5,1524,288.75,1423.5,1507.5,285
1423.5,1507.5,285,1482,1482,300
1482,1482,300,1500,1435.5,300
1500,1435.5,300,1521,1428,315
1521,1428,315,1537.5,1408.5,288.75
1537.5,1408.5,288.75,1567.5,1476,183.75
1567.5,1476,183.75,1569,1483.5,150
1569,1483.5,150,1515.059204,1482.979736,120.295158
1515.059204,1482.979736,120.295158,1504.5,1512,105
1504.5,1512,105,1521,1522.5,86.25
1504.5,1512,105,1498.5,1518,93.75
1498.5,1518,93.75,1507.5,1509,75
1498.5,1518,93.75,1470,1512,78.75
1470,1512,78.75,1492.5,1519.5,30
1470,1512,78.75,1432.5,1522.5,30
1569,1483.5,150,1573.5,1501.5,142.5
1567.5,1476,183.75,1522.5,1449,161.25
1537.5,1408.5,288.75,1609.5,1338,307.5
1609.5,1338,307.5,1638,1309.5,322.5
1638,1309.5,322.5,1621.5,1275,311.25
1621.5,1275,311.25,1615.5,1270.5,315
1615.5,1270.5,315,1566,1218,277.5
1566,1218,277.5,1581,1194,258.75
1566,1218,277.5,1554,1219.5,285
1554,1219.5,285,1560.745239,1157.786011,300
1560.745239,1157.786011,300,1620,1114.5,281.25
1620,1114.5,281.25,1620,1108.5,281.25
1620,1108.5,281.25,1611,1045.5,255
1611,1045.5,255,1698,1047,240
1698,1047,240,1711.5,979.5,247.5
1698,1047,240,1704,1060.5,247.5
1704,1060.5,247.5,1729.5,1113,243.75
1729.5,1113,243.75,1738.5,1197,232.5
1738.5,1197,232.5,1711.5,1198.5,210
1711.5,1198.5,210,1682.783081,1188.921387,180.146591
1682.783081,1188.921387,180.146591,1635,1105.5,161.25
1711.5,1198.5,210,1676.93457,1195.185425,221.232178
1676.93457,1195.185425,221.232178,1654.5,1245,206.25
1654.5,1245,206.25,1647,1240.5,153.75
1647,1240.5,153.75,1582.5,1275,127.5
1647,1240.5,153.75,1685.257568,1198.244751,150.000519
1685.257568,1198.244751,150.000519,1736.997314,1216.036499,156.513153
1736.997314,1216.036499,156.513153,1740,1234.5,135
1740,1234.5,135,1750.623047,1189.052368,101.502342
1750.623047,1189.052368,101.502342,1710,1155,71.25
1710,1155,71.25,1783.5,1117.5,30
1710,1155,71.25,1683,1167,60
1683,1167,60,1701,1204.5,30
1683,1167,60,1624.5,1168.5,67.5
1624.5,1168.5,67.5,1623,1146,30
1624.5,1168.5,67.5,1618.5,1174.5,75
1740,1234.5,135,1802.740967,1256.811279,103.546165
1802.740967,1256.811279,103.546165,1800,1258.5,75
1800,1258.5,75,1809,1272,30
1800,1258.5,75,1827,1252.5,60
1827,1252.5,60,1849.5,1242,30
1827,1252.5,60,1841.675415,1292.353516,60.004311
1841.675415,1292.353516,60.004311,1759.5,1341,86.25
1759.5,1341,86.25,1735.267944,1320.707031,84.896721
1735.267944,1320.707031,84.896721,1737,1329,30
1759.5,1341,86.25,1774.5,1363.5,97.5
1774.5,1363.5,97.5,1801.5,1384.5,86.25
1774.5,1363.5,97.5,1801.5,1375.5,112.5
1654.5,1245,206.25,1615.5,1231.5,240
1615.5,1231.5,240,1599,1228.5,240
1615.5,1231.5,240,1735.5,1186.5,288.75
1735.5,1186.5,288.75,1746,1155,300
1746,1155,300,1712.74707,1119.814819,288.251892
1712.74707,1119.814819,288.251892,1647.720825,1151.799927,270
1647.720825,1151.799927,270,1620,1114.5,281.25
1746,1155,300,1793.534912,1188.549316,300.269409
1793.534912,1188.549316,300.269409,1888.5,1185,303.75
1888.5,1185,303.75,1842,1159.5,270
1842,1159.5,270,1837.5,1168.5,262.5
1837.5,1168.5,262.5,1780.5,1173,251.25
1780.5,1173,251.25,1773,1198.5,247.5
1773,1198.5,247.5,1738.5,1197,232.5
1773,1198.5,247.5,1797,1221,240
1797,1221,240,1756.5,1261.5,213.75
1797,1221,240,1836,1176,251.25
1836,1176,251.25,1855.5,1186.5,240
1855.5,1186.5,240,1876.5,1213.5,217.5
1876.5,1213.5,217.5,1885.5,1222.5,210
1885.5,1222.5,210,1906.5,1236,183.75
1885.5,1222.5,210,1888.5,1233,206.25
1888.5,1233,206.25,1894.5,1242,187.5
1888.5,1233,206.25,1879.5,1237.5,206.25
1879.5,1237.5,206.25,1884,1243.5,191.25
1876.5,1213.5,217.5,1876.5,1219.5,232.5
1876.5,1219.5,232.5,1866,1233,240
1866,1233,240,1849.5,1234.5,255
1849.5,1234.5,255,1896,1212,255
1896,1212,255,1876.5,1219.5,232.5
1896,1212,255,1953,1237.5,247.5
1953,1237.5,247.5,1959,1239,243.75
1953,1237.5,247.5,1947,1245,266.25
1947,1245,266.25,1923,1248,277.5
1923,1248,277.5,1917,1260,258.75
1923,1248,277.5,1909.5,1258.5,307.5
1909.5,1258.5,307.5,1774.5,1263,300
1774.5,1263,300,1765.5,1249.5,300
1765.5,1249.5,300,1756.5,1240.5,303.75
1756.5,1240.5,303.75,1752,1231.5,300
1752,1231.5,300,1747.5,1218,307.5
1747.5,1218,307.5,1735.5,1186.5,288.75
1747.5,1218,307.5,1737,1218,322.5
1737,1218,322.5,1724.938599,1164.488892,328.919586
