X1,Y1,Z1,X2,Y2,Z2
511.5,384,131.25,520.5,381,112.5
511.5,384,131.25,523.5,385.5,116.25
511.5,384,131.25,498,421.5,150
483,310.5,146.25,453.270569,342.526062,147.188232
453.270569,342.526062,147.188232,456,373.5,187.5
456,373.5,187.5,405,423,165
456,373.5,187.5,459.116791,393.276947,223.477448
459.116791,393.276947,223.477448,406.5,427.5,255
406.5,427.5,255,403.5,435,243.75
403.5,435,243.75,360,466.5,176.25
360,466.5,176.25,351,456,150
351,456,150,363,436.5,138.75
351,456,150,337.5,454.5,142.5
360,466.5,176.25,403.5,484.5,168.75
403.5,435,243.75,358.5,499.5,228.75
358.5,499.5,228.75,343.5,505.5,210
343.5,505.5,210,337.5,513,210
337.5,513,210,324,537,202.5
337.5,513,210,345,516,221.25
345,516,221.25,337.5,513,210
345,516,221.25,351,513,225
351,513,225,343.5,505.5,210
351,513,225,358.5,499.5,228.75
406.5,427.5,255,384,417,285
384,417,285,396,363,243.75
396,363,243.75,388.5,357,243.75
396,363,243.75,462,357,300
462,357,300,535.5,363,330
535.5,363,330,564,352.5,311.25
564,352.5,311.25,621,307.5,273.75
621,307.5,273.75,616.451965,322.79718,213.533234
616.451965,322.79718,213.533234,546,331.5,161.25
546,331.5,161.25,570,297,180
570,297,180,579,286.5,180
570,297,180,538.5,324,210
538.5,324,210,501,327,172.5
538.5,324,210,549.378235,340.398376,286.778107
549.378235,340.398376,286.778107,540,367.5,300
540,367.5,300,535.5,372,292.5
535.5,372,292.5,546,385.5,266.25
546,385.5,266.25,523.5,426,221.25
523.5,426,221.25,498,421.5,150
523.5,426,221.25,525,441,240
525,441,240,604.5,501,221.25
604.5,501,221.25,610.5,510,206.25
610.5,510,206.25,583.5,483,172.5
583.5,483,172.5,562.515625,414.044159,161.743713
562.515625,414.044159,161.743713,582,376.5,146.25
582,376.5,146.25,607.314392,343.83905,90.968796
607.314392,343.83905,90.968796,582.639038,377.641663,54.620884
582.639038,377.641663,54.620884,606,415.5,56.25
582,376.5,146.25,636,367.5,191.25
636,367.5,191.25,655.5,303,120
636,367.5,191.25,652.5,397.5,285
652.5,397.5,285,690.359314,414.669189,245.88237
690.359314,414.669189,245.88237,708,510,187.5
708,510,187.5,700.5,514.5,180
700.5,514.5,180,690,508.5,165
700.5,514.5,180,697.5,526.5,202.5
697.5,526.5,202.5,682.5,535.5,165
697.5,526.5,202.5,703.5,535.5,221.25
703.5,535.5,221.25,741,537,228.75
741,537,228.75,765,586.5,180
765,586.5,180,763.5,709.5,105
763.5,709.5,105,763.5,696,63.75
763.5,696,63.75,775.5,714,33.75
775.5,714,33.75,778.5,709.5,30
775.5,714,33.75,801.199219,752.116638,56.347904
801.199219,752.116638,56.347904,858,750,123.75
858,750,123.75,895.5,765,90
895.5,765,90,891,768,82.5
891,768,82.5,858,739.5,30
891,768,82.5,874.5,817.5,108.75
895.5,765,90,955.5,742.5,142.5
955.5,742.5,142.5,985.914124,742.460205,104.361732
985.914124,742.460205,104.361732,981,738,30
955.5,742.5,142.5,964.5,760.5,195
964.5,760.5,195,1003.5,885,172.5
964.5,760.5,195,958.5,750,225
958.5,750,225,919.928284,727.943542,239.997238
919.928284,727.943542,239.997238,891,772.5,228.75
891,772.5,228.75,880.5,783,202.5
880.5,783,202.5,820.5,850.5,153.75
820.5,850.5,153.75,817.5,850.5,142.5
820.5,850.5,153.75,820.5,856.5,168.75
820.5,856.5,168.75,773.221313,874.818665,191.431885
773.221313,874.818665,191.431885,749.201477,835.652344,235.504471
749.201477,835.652344,235.504471,772.5,807,258.75
772.5,807,258.75,802.5,774,266.25
802.5,774,266.25,856.5,777,255
856.5,777,255,871.5,781.5,225
871.5,781.5,225,857.263184,804.681213,224.887192
857.263184,804.681213,224.887192,810.349915,781.85675,210.000214
810.349915,781.85675,210.000214,801.325256,805.108398,189.44722
801.325256,805.108398,189.44722,783.524109,781.925293,140.881683
783.524109,781.925293,140.881683,730.5,766.5,120
730.5,766.5,120,726,778.5,86.25
730.5,766.5,120,720.326233,747.458191,155.395187
720.326233,747.458191,155.395187,741,718.5,150
741,718.5,150,757.5,715.5,108.75
757.5,715.5,108.75,745.5,735,82.5
741,718.5,150,733.595642,721.556458,138.94632
871.5,781.5,225,880.5,783,202.5
871.5,781.5,225,891,772.5,228.75
871.5,781.5,225,898.5,828,247.5
898.5,828,247.5,934.5,814.5,228.75
934.5,814.5,228.75,904.5,849,206.25
904.5,849,206.25,873,856.5,206.25
873,856.5,206.25,820.5,856.5,168.75
873,856.5,206.25,877.5,858,225
877.5,858,225,801,874.5,247.5
801,874.5,247.5,766.5,901.5,236.25
801,874.5,247.5,775.5,817.5,277.5
775.5,817.5,277.5,772.5,807,258.75
775.5,817.5,277.5,778.5,817.5,300
778.5,817.5,300,798,774,288.75
798,774,288.75,802.5,774,266.25
798,774,288.75,795,747,300
795,747,300,753,721.5,303.75
753,721.5,303.75,771.64032,719.690796,255.380936
771.64032,719.690796,255.380936,819,690,251.25
819,690,251.25,828,645,232.5
828,645,232.5,828,652.5,60
828,652.5,60,862.5,823.5,30
828,652.5,60,856.333862,595.581299,49.151497
856.333862,595.581299,49.151497,850.5,595.5,123.75
850.5,595.5,123.75,820.5,609,116.25
820.5,609,116.25,808.5,537,60
808.5,537,60,829.5,516,71.25
829.5,516,71.25,832.5,472.5,56.25
832.5,472.5,56.25,834,456,30
832.5,472.5,56.25,841.5,471,71.25
841.5,471,71.25,829.5,516,71.25
841.5,471,71.25,849,472.5,78.75
849,472.5,78.75,840,448.5,93.75
840,448.5,93.75,811.24585,407.848389,41.569401
811.24585,407.848389,41.569401,811.5,382.5,82.5
811.5,382.5,82.5,798,366,93.75
798,366,93.75,804,349.5,112.5
804,349.5,112.5,818.138,334.475586,66.566391
818.138,334.475586,66.566391,791.216675,325.255768,42.21167
791.216675,325.255768,42.21167,777.86499,300.910004,59.465622
777.86499,300.910004,59.465622,835.5,247.5,86.25
835.5,247.5,86.25,795,231,120
795,231,120,786,222,105
786,222,105,786,180,30
786,222,105,742.5,246,33.75
795,231,120,813.194519,272.718353,172.261627
813.194519,272.718353,172.261627,840,270,172.5
840,270,172.5,850.5,315,157.5
850.5,315,157.5,935.566101,305.011414,165.395966
935.566101,305.011414,165.395966,970.799194,312.580994,198.111237
970.799194,312.580994,198.111237,1012.5,276,206.25
1012.5,276,206.25,969,247.5,150
969,247.5,150,961.5,264,127.5
961.5,264,127.5,969,247.5,78.75
969,247.5,78.75,967.5,243,67.5
967.5,243,67.5,994.5,255,60
994.5,255,60,978,240,90
978,240,90,969,247.5,78.75
978,240,90,984,208.5,93.75
984,208.5,93.75,962.06665,216.388153,102.756088
962.06665,216.388153,102.756088,957.313232,194.121399,52.490963
957.313232,194.121399,52.490963,904.5,157.5,33.75
984,208.5,93.75,1021.5,142.5,101.25
1021.5,142.5,101.25,1051.38855,156.251389,131.147263
1051.38855,156.251389,131.147263,1027.622803,208.88356,134.604309
1027.622803,208.88356,134.604309,1030.853149,253.072647,101.483841
1030.853149,253.072647,101.483841,994.5,255,60
1021.5,142.5,101.25,1030.5,135,82.5
1030.5,135,82.5,1096.5,114,60
1096.5,114,60,1134,106.5,37.5
1096.5,114,60,1110,162,142.5
1110,162,142.5,1081.5,207,131.25
1081.5,207,131.25,1071,276,71.25
1071,276,71.25,1113.162842,293.14386,71.085152
1113.162842,293.14386,71.085152,1167,229.5,30
1071,276,71.25,1060.5,271.5,30
1081.5,207,131.25,1111.5,225,123.75
1111.5,225,123.75,1113,219,30
1111.5,225,123.75,1116,249,150
1116,249,150,1132.5,264,120
1116,249,150,1110,274.5,146.25
1116,249,150,1128,274.5,176.25
1110,162,142.5,1134,177,157.5
1134,177,157.5,1189.5,147,105
1134,177,157.5,1138.5,178.5,161.25
1138.5,178.5,161.25,1162.5,205.5,135
1162.5,205.5,135,1165.5,238.5,127.5
1165.5,238.5,127.5,1176,247.5,108.75
1165.5,238.5,127.5,1150.5,261,116.25
1162.5,205.5,135,1204.5,163.5,135
1138.5,178.5,161.25,1129.5,171,191.25
1030.5,135,82.5,1002,121.5,71.25
1002,121.5,71.25,949.47229,102.017776,30.437576
949.47229,102.017776,30.437576,925.5,123,108.75
925.5,123,108.75,960,126,120
960,126,120,1002,121.5,71.25
960,126,120,952.41748,154.561218,116.055344
952.41748,154.561218,116.055344,963,208.5,251.25
963,208.5,251.25,988.5,189,225
963,208.5,251.25,1000.657898,233.798431,268.065125
1000.657898,233.798431,268.065125,1023,289.5,243.75
1023,289.5,243.75,1012.5,276,206.25
1023,289.5,243.75,990,312,285
990,312,285,966.826782,280.684753,270.166718
966.826782,280.684753,270.166718,942.442749,308.257385,255.490158
942.442749,308.257385,255.490158,993,412.5,202.5
993,412.5,202.5,997.5,418.5,191.25
997.5,418.5,191.25,990,367.5,138.75
990,367.5,138.75,1034.08252,394.115234,67.865433
1034.08252,394.115234,67.865433,1015.5,415.5,30
990,367.5,138.75,985.5,337.5,142.5
985.5,337.5,142.5,961.5,264,127.5
985.5,337.5,142.5,1019.962646,327.622131,126.073792
1019.962646,327.622131,126.073792,1048.5,453,168.75
1048.5,453,168.75,1026,475.5,161.25
1026,475.5,161.25,1053.647217,447.704376,87.981552
1053.647217,447.704376,87.981552,1014,450,30
1026,475.5,161.25,1042.5,516,120
1042.5,516,120,1069.85083,473.296722,46.499294
1069.85083,473.296722,46.499294,1096.768555,513.667725,30
1096.768555,513.667725,30,1117.414307,568.266296,76.857208
1117.414307,568.266296,76.857208,1096.5,580.5,120
1096.5,580.5,120,1042.5,537,120
1042.5,537,120,1002,565.5,86.25
1002,565.5,86.25,921.022339,567.69458,58.948437
921.022339,567.69458,58.948437,924,633,33.75
1002,565.5,86.25,976.5,591,60
976.5,591,60,960,631.5,30
976.5,591,60,939,618,123.75
939,618,123.75,910.5,654,112.5
910.5,654,112.5,903,673.5,30
910.5,654,112.5,901.5,655.5,210
901.5,655.5,210,865.099548,607.418213,233.370819
865.099548,607.418213,233.370819,870,595.5,315
870,595.5,315,880.5,570,300
880.5,570,300,888,537,251.25
888,537,251.25,898.5,525,225
898.5,525,225,910.5,519,206.25
910.5,519,206.25,907.5,522,176.25
907.5,522,176.25,895.5,487.5,123.75
895.5,487.5,123.75,849,472.5,78.75
895.5,487.5,123.75,895.5,451.5,93.75
895.5,451.5,93.75,895.5,448.5,56.25
895.5,448.5,56.25,906,466.5,30
895.5,448.5,56.25,942.177734,431.742615,82.548691
942.177734,431.742615,82.548691,939,475.5,93.75
939,475.5,93.75,949.5,492,75
949.5,492,75,949.5,478.5,30
949.5,492,75,927,526.5,142.5
927,526.5,142.5,913.5,586.5,127.5
913.5,586.5,127.5,877.5,579,146.25
877.5,579,146.25,858,516,165
858,516,165,835.698059,503.831421,150
835.698059,503.831421,150,885,439.5,138.75
885,439.5,138.75,898.5,442.5,120
898.5,442.5,120,930,471,101.25
930,471,101.25,939,475.5,93.75
930,471,101.25,895.5,487.5,123.75
898.5,442.5,120,895.5,447,105
895.5,447,105,895.5,451.5,93.75
895.5,447,105,898.5,442.5,120
885,439.5,138.75,879,424.5,157.5
879,424.5,157.5,827.052979,404.400391,150.004318
827.052979,404.400391,150.004318,801,478.5,146.25
801,478.5,146.25,774,444,93.75
801,478.5,146.25,807,516,206.25
807,516,206.25,823.5,528,206.25
823.5,528,206.25,850.5,595.5,123.75
823.5,528,206.25,855,513,180
855,513,180,858,516,165
855,513,180,904.5,493.5,202.5
904.5,493.5,202.5,910.5,519,206.25
904.5,493.5,202.5,933,432,217.5
933,432,217.5,997.5,418.5,191.25
933,432,217.5,895.5,378,258.75
895.5,378,258.75,898.5,360,236.25
898.5,360,236.25,923.308411,395.328125,195.80426
923.308411,395.328125,195.80426,879,424.5,157.5
898.5,360,236.25,853.5,342,191.25
853.5,342,191.25,850.5,315,157.5
853.5,342,191.25,831,396,243.75
831,396,243.75,825,394.5,247.5
825,394.5,247.5,831.500671,331.269653,254.808319
831.500671,331.269653,254.808319,859.5,282,221.25
859.5,282,221.25,849,261,191.25
849,261,191.25,837.229431,221.743927,150.119934
837.229431,221.743927,150.119934,865.5,207,138.75
865.5,207,138.75,868.148621,210.798492,105.187828
868.148621,210.798492,105.187828,910.5,237,86.25
910.5,237,86.25,912,259.5,75
912,259.5,75,922.5,256.5,56.25
922.5,256.5,56.25,934.95282,353.252655,52.428215
934.95282,353.252655,52.428215,912.61853,388.530426,89.775604
912.61853,388.530426,89.775604,874.5,373.5,93.75
874.5,373.5,93.75,872.523376,365.11618,38.760479
872.523376,365.11618,38.760479,855,318,60
855,318,60,871.638611,274.632172,35.26136
871.638611,274.632172,35.26136,810,144,75
810,144,75,816,142.5,71.25
816,142.5,71.25,841.168091,125.409119,49.464012
841.168091,125.409119,49.464012,846,139.5,93.75
846,139.5,93.75,825,142.5,82.5
825,142.5,82.5,816,142.5,71.25
825,142.5,82.5,835.5,144,75
846,139.5,93.75,826.5,153,146.25
826.5,153,146.25,804,151.5,127.5
804,151.5,127.5,792,144,97.5
792,144,97.5,798,142.5,78.75
798,142.5,78.75,772.5,144,60
798,142.5,78.75,810,144,75
792,144,97.5,750,103.5,90
792,144,97.5,778.5,160.5,120
778.5,160.5,120,783,162,127.5
783,162,127.5,804,151.5,127.5
783,162,127.5,778.5,172.5,138.75
778.5,172.5,138.75,783,180,150
783,180,150,778.5,172.5,138.75
783,180,150,793.5,199.5,172.5
793.5,199.5,172.5,826.5,241.5,277.5
826.5,241.5,277.5,843,231,266.25
843,231,266.25,844.5,207,240
844.5,207,240,853.5,193.5,213.75
853.5,193.5,213.75,853.5,189,202.5
853.5,189,202.5,826.5,153,146.25
853.5,189,202.5,873.018799,214.345413,180.340622
873.018799,214.345413,180.340622,934.856323,241.496429,206.684937
934.856323,241.496429,206.684937,949.5,240,150
949.5,240,150,919.315552,209.238968,149.676224
919.315552,209.238968,149.676224,910.5,237,86.25
949.5,240,150,969,247.5,150
853.5,193.5,213.75,867,207,243.75
867,207,243.75,903,165,165
903,165,165,910.5,145.5,138.75
910.5,145.5,138.75,919.5,132,112.5
919.5,132,112.5,925.5,123,108.75
919.5,132,112.5,925.5,123,108.75
910.5,145.5,138.75,865.5,207,138.75
910.5,145.5,138.75,903,165,165
867,207,243.75,865.5,211.5,247.5
865.5,211.5,247.5,844.5,207,240
865.5,211.5,247.5,843,231,266.25
843,231,266.25,855,234,273.75
826.5,241.5,277.5,834,247.5,292.5
834,247.5,292.5,892.5,240,300
892.5,240,300,915,273,296.25
915,273,296.25,963,208.5,251.25
915,273,296.25,918,276,300
918,276,300,898.5,330,281.25
898.5,330,281.25,889.827942,284.766357,250.832306
889.827942,284.766357,250.832306,859.5,282,221.25
898.5,330,281.25,907.5,355.5,296.25
907.5,355.5,296.25,961.5,418.5,262.5
961.5,418.5,262.5,993,412.5,202.5
961.5,418.5,262.5,960,465,307.5
960,465,307.5,997.813904,460.04483,328.595459
997.813904,460.04483,328.595459,990,421.5,345
990,421.5,345,980.81665,374.031281,314.69635
980.81665,374.031281,314.69635,937.5,391.5,322.5
937.5,391.5,322.5,913.5,390,333.75
913.5,390,333.75,889.5,405,330
889.5,405,330,882,417,307.5
882,417,307.5,879,414,300
879,414,300,895.5,378,258.75
879,414,300,838.5,414,311.25
838.5,414,311.25,811.5,378,326.25
811.5,378,326.25,802.5,367.5,322.5
802.5,367.5,322.5,781.739014,345.908875,301.960815
781.739014,345.908875,301.960815,786,346.5,345
786,346.5,345,756,343.5,352.5
756,343.5,352.5,732,343.5,326.25
732,343.5,326.25,718.489685,348.861023,275.748779
732,343.5,326.25,730.5,292.5,311.25
730.5,292.5,311.25,729,285,300
729,285,300,715.5,247.5,247.5
715.5,247.5,247.5,712.5,235.5,195
712.5,235.5,195,705,210,153.75
705,210,153.75,706.5,207,120
706.5,207,120,684,192,82.5
684,192,82.5,678,181.5,71.25
678,181.5,71.25,652.5,181.5,33.75
678,181.5,71.25,684,165,60
684,165,60,702,139.5,48.75
684,165,60,676.5,169.5,60
684,192,82.5,643.5,207,93.75
643.5,207,93.75,634.5,196.5,78.75
643.5,207,93.75,649.5,217.5,120
649.5,217.5,120,658.5,214.5,120
649.5,217.5,120,645,228,131.25
706.5,207,120,724.5,208.5,97.5
724.5,208.5,97.5,717,288,97.5
724.5,208.5,97.5,753,196.5,120
706.5,207,120,711,199.5,135
711,199.5,135,724.5,184.5,146.25
711,199.5,135,705,210,153.75
712.5,235.5,195,696,258,221.25
696,258,221.25,678,261,240
678,261,240,616.5,273,172.5
678,261,240,676.5,300,300
676.5,300,300,660,316.5,315
660,316.5,315,642,324,285
642,324,285,666,357,266.25
666,357,266.25,734.067322,326.374725,253.43924
734.067322,326.374725,253.43924,789,397.5,228.75
789,397.5,228.75,784.5,424.5,262.5
784.5,424.5,262.5,816,445.5,225
816,445.5,225,783.696655,498.097656,286.457031
783.696655,498.097656,286.457031,795.637817,501.083649,319.691467
795.637817,501.083649,319.691467,748.5,448.5,318.75
748.5,448.5,318.75,745.5,451.5,311.25
745.5,451.5,311.25,733.5,454.5,277.5
733.5,454.5,277.5,739.5,472.5,247.5
739.5,472.5,247.5,738,444,142.5
739.5,472.5,247.5,741,526.5,225
741,526.5,225,708,510,187.5
741,526.5,225,741,537,228.75
733.5,454.5,277.5,715.5,442.5,296.25
715.5,442.5,296.25,736.5,421.5,243.75
736.5,421.5,243.75,757.291504,403.155548,144.501938
757.291504,403.155548,144.501938,798,384,108.75
798,384,108.75,811.5,382.5,82.5
798,384,108.75,795,369,90
795,369,90,768,402,56.25
768,402,56.25,759,387,30
768,402,56.25,772.5,432,60
736.5,421.5,243.75,710.924927,388.69281,217.640076
710.924927,388.69281,217.640076,666,357,266.25
715.5,442.5,296.25,670.5,427.5,311.25
670.5,427.5,311.25,604.5,441,292.5
604.5,441,292.5,585,414,251.25
585,414,251.25,558,381,228.75
558,381,228.75,502.196991,361.992401,187.748734
502.196991,361.992401,187.748734,546,331.5,161.25
558,381,228.75,546,385.5,266.25
585,414,251.25,549,466.5,318.75
549,466.5,318.75,543,463.5,318.75
543,463.5,318.75,606,451.5,303.75
606,451.5,303.75,604.5,441,292.5
606,451.5,303.75,610.5,465,315
610.5,465,315,604.5,543,303.75
604.5,543,303.75,588,544.5,285
588,544.5,285,594,531,258.75
594,531,258.75,622.5,544.5,236.25
622.5,544.5,236.25,618,529.5,217.5
618,529.5,217.5,603,525,180
603,525,180,589.5,529.5,142.5
603,525,180,612,516,202.5
612,516,202.5,618,529.5,217.5
622.5,544.5,236.25,654,576,251.25
654,576,251.25,658.5,583.5,243.75
658.5,583.5,243.75,681,555,198.75
658.5,583.5,243.75,657,588,247.5
657,588,247.5,653.468994,599.154114,252.118423
657,588,247.5,660,588,262.5
660,588,262.5,672,568.5,266.25
672,568.5,266.25,654,576,251.25
672,568.5,266.25,684,556.5,258.75
660,588,262.5,636.160522,576.981445,283.32373
636.160522,576.981445,283.32373,604.5,543,303.75
636.160522,576.981445,283.32373,612,547.5,322.5
612,547.5,322.5,604.5,543,303.75
612,547.5,322.5,591,595.5,352.5
591,595.5,352.5,529.5,609,337.5
529.5,609,337.5,439.5,589.5,315
439.5,589.5,315,421.5,591,300
421.5,591,300,415.5,582,270
415.5,582,270,399,567,176.25
399,567,176.25,384,556.5,142.5
399,567,176.25,399,544.5,165
415.5,582,270,436.5,627,258.75
421.5,591,300,412.5,601.5,318.75
412.5,601.5,318.75,399,598.5,326.25
399,598.5,326.25,382.5,615,322.5
399,598.5,326.25,394.5,597,326.25
394.5,597,326.25,378,610.5,311.25
394.5,597,326.25,384.341736,599.180481,344.177032
384.341736,599.180481,344.177032,382.5,615,322.5
412.5,601.5,318.75,433.5,598.5,330
433.5,598.5,330,439.5,589.5,315
433.5,598.5,330,457.5,610.5,341.25
457.5,610.5,341.25,436.5,628.5,356.25
436.5,628.5,356.25,390.592651,663.878113,336.519348
390.592651,663.878113,336.519348,444,702,330
444,702,330,484.5,663,318.75
484.5,663,318.75,403.5,651,311.25
403.5,651,311.25,399,660,300
403.5,651,311.25,385.5,639,311.25
484.5,663,318.75,487.5,660,315
487.5,660,315,486,651,292.5
486,651,292.5,528,681,270
528,681,270,496.637909,696.195557,257.7099
496.637909,696.195557,257.7099,492,697.5,213.75
528,681,270,544.5,687,270
544.5,687,270,603,676.5,315
603,676.5,315,600,661.5,300
600,661.5,300,609,643.5,292.5
609,643.5,292.5,594,630,198.75
594,630,198.75,583.5,573,150
583.5,573,150,635.989075,590.807373,175.879929
635.989075,590.807373,175.879929,660,556.5,105
583.5,573,150,589.5,529.5,142.5
594,630,198.75,583.5,637.5,153.75
609,643.5,292.5,619.5,642,296.25
619.5,642,296.25,660,634.5,307.5
660,634.5,307.5,667.5,619.5,315
667.5,619.5,315,654,615,345
654,615,345,591,595.5,352.5
654,615,345,685.274109,610.412781,360.000183
685.274109,610.412781,360.000183,648,534,375
648,534,375,631.5,532.5,367.5
631.5,532.5,367.5,627,519,360
627,519,360,601.5,523.5,360
601.5,523.5,360,549,466.5,318.75
601.5,523.5,360,573,534,360
573,534,360,516,520.5,345
516,520.5,345,511.5,523.5,326.25
511.5,523.5,326.25,568.5,540,277.5
568.5,540,277.5,578.728882,535.284485,243.624344
578.728882,535.284485,243.624344,594,531,258.75
568.5,540,277.5,574.5,546,281.25
574.5,546,281.25,571.5,565.5,243.75
571.5,565.5,243.75,571.5,562.5,213.75
571.5,565.5,243.75,547.5,624,266.25
547.5,624,266.25,535.5,609,251.25
547.5,624,266.25,568.5,645,326.25
568.5,645,326.25,592.5,631.5,330
592.5,631.5,330,589.5,607.5,333.75
589.5,607.5,333.75,598.5,591,311.25
598.5,591,311.25,532.478027,579.583618,325.781769
532.478027,579.583618,325.781769,507,559.5,270
598.5,591,311.25,582,546,285
589.5,607.5,333.75,592.5,603,345
592.5,603,345,594,607.5,360
594,607.5,360,592.5,631.5,330
594,607.5,360,594,612,371.25
594,612,371.25,684.118774,659.839417,375
684.118774,659.839417,375,730.5,616.5,363.75
730.5,616.5,363.75,714,585,318.75
714,585,318.75,703.5,561,266.25
714,585,318.75,733.5,591,315
733.5,591,315,753,556.5,292.5
753,556.5,292.5,771,546,270
771,546,270,807,516,206.25
771,546,270,723,561,262.5
753,556.5,292.5,732,471,318.75
732,471,318.75,649.968323,501.272522,280.345154
649.968323,501.272522,280.345154,645.859802,486.906036,221.414413
645.859802,486.906036,221.414413,604.5,501,221.25
732,471,318.75,745.5,451.5,311.25
733.5,591,315,753,624,303.75
753,624,303.75,804,598.5,311.25
804,598.5,311.25,793.528503,559.075745,328.674316
793.528503,559.075745,328.674316,834,550.5,318.75
834,550.5,318.75,832.5,534,307.5
832.5,534,307.5,838.5,481.5,255
838.5,481.5,255,838.5,454.5,251.25
838.5,454.5,251.25,831,441,243.75
831,441,243.75,816,445.5,225
831,441,243.75,831,396,243.75
838.5,454.5,251.25,853.5,471,266.25
853.5,471,266.25,838.5,481.5,255
853.5,471,266.25,871.5,513,300
871.5,513,300,904.5,501,315
904.5,501,315,928.5,492,318.75
928.5,492,318.75,924,504,315
924,504,315,904.5,501,315
924,504,315,956.873474,537.550049,285.054504
956.873474,537.550049,285.054504,972,576,315
972,576,315,993,550.5,307.5
993,550.5,307.5,985.5,520.5,337.5
985.5,520.5,337.5,1047,513,337.5
1047,513,337.5,1042.5,510,326.25
1042.5,510,326.25,1029,534,315
1029,534,315,1062.470215,617.926636,294.327576
1062.470215,617.926636,294.327576,1081.5,607.5,240
1081.5,607.5,240,1102.5,597,195
1102.5,597,195,1103.048218,576.107666,233.828949
1103.048218,576.107666,233.828949,1091.606445,535.801453,239.620178
1091.606445,535.801453,239.620178,1068.260254,454.878967,222.649902
1068.260254,454.878967,222.649902,1068,442.5,180
1068,442.5,180,1048.5,453,168.75
1068,442.5,180,1098,397.5,168.75
1102.5,597,195,1102.5,600,187.5
1102.5,600,187.5,1035.464355,575.247681,154.359833
1035.464355,575.247681,154.359833,943.5,597,146.25
943.5,597,146.25,939,601.5,138.75
939,601.5,138.75,939,618,123.75
939,601.5,138.75,913.5,586.5,127.5
943.5,597,146.25,955.5,577.5,195
955.5,577.5,195,877.5,579,146.25
955.5,577.5,195,984,504,195
984,504,195,1006.000061,482.84024,222.489029
1006.000061,482.84024,222.489029,989.342834,440.489655,273.768524
989.342834,440.489655,273.768524,1023.348511,416.071899,302.282013
1023.348511,416.071899,302.282013,1024.837769,415.21817,351.008575
1024.837769,415.21817,351.008575,1092,453,348.75
1092,453,348.75,1099.5,441,318.75
1099.5,441,318.75,1105.5,439.5,315
1105.5,439.5,315,1119,432,292.5
1119,432,292.5,1137,396,255
1137,396,255,1156.5,412.5,232.5
1156.5,412.5,232.5,1171.5,405,206.25
1171.5,405,206.25,1150.217285,363.22049,152.545715
1150.217285,363.22049,152.545715,1194,321,112.5
1171.5,405,206.25,1194,385.5,146.25
1156.5,412.5,232.5,1191.940063,414.814026,311.436584
1191.940063,414.814026,311.436584,1179,397.5,341.25
1179,397.5,341.25,1144.5,442.5,330
1144.5,442.5,330,1135.5,448.5,315
1135.5,448.5,315,1138.5,454.5,296.25
1138.5,454.5,296.25,1119,432,292.5
1138.5,454.5,296.25,1146,499.5,311.25
1146,499.5,311.25,1089,555,270
1089,555,270,1117.112061,457.985626,228.076965
1117.112061,457.985626,228.076965,1123.951538,416.255493,144.691269
1123.951538,416.255493,144.691269,1179.345825,407.958649,91.112946
1179.345825,407.958649,91.112946,1186.5,388.5,30
1089,555,270,1077,645,311.25
1077,645,311.25,1063.5,654,315
1063.5,654,315,1099.5,687,307.5
1099.5,687,307.5,1136.074585,751.811646,260.195892
1136.074585,751.811646,260.195892,1104,816,225
1099.5,687,307.5,1111.5,684,318.75
1111.5,684,318.75,1114.5,678,322.5
1114.5,678,322.5,1129.5,678,300
1129.5,678,300,1161,669,266.25
1161,669,266.25,1170,651,225
1170,651,225,1182.392822,628.406433,183.595596
1182.392822,628.406433,183.595596,1164,523.5,180
1164,523.5,180,1165.5,541.5,146.25
1165.5,541.5,146.25,1197,523.5,105
1197,523.5,105,1185,574.5,90
1185,574.5,90,1195.668335,556.375061,32.852028
1195.668335,556.375061,32.852028,1213.76416,514.927246,73.241463
1213.76416,514.927246,73.241463,1189.5,456,82.5
1189.5,456,82.5,1183.5,453,67.5
1189.5,456,82.5,1147.5,469.5,131.25
1147.5,469.5,131.25,1197,523.5,105
1147.5,469.5,131.25,1125,484.5,135
1125,484.5,135,1065.153198,505.1987,149.592621
1065.153198,505.1987,149.592621,1042.5,526.5,123.75
1042.5,526.5,123.75,1042.5,516,120
1042.5,526.5,123.75,1042.5,537,120
1125,484.5,135,1147.5,469.5,131.25
1185,574.5,90,1165.5,592.5,90
1165.5,541.5,146.25,1209,523.5,146.25
1209,523.5,146.25,1233.340332,495.584564,112.819382
1233.340332,495.584564,112.819382,1259.607788,508.329681,81.353638
1259.607788,508.329681,81.353638,1236,511.5,30
1209,523.5,146.25,1234.5,601.5,131.25
1234.5,601.5,131.25,1266.606689,612.428894,88.748871
1266.606689,612.428894,88.748871,1260,595.5,48.75
1260,595.5,48.75,1267.5,568.5,30
1260,595.5,48.75,1218,634.5,75
1218,634.5,75,1192.5,670.5,30
1218,634.5,75,1168.5,616.5,116.25
1168.5,616.5,116.25,1170,609,90
1168.5,616.5,116.25,1108.5,589.5,161.25
1108.5,589.5,161.25,1096.5,580.5,120
1108.5,589.5,161.25,1102.5,600,187.5
1234.5,601.5,131.25,1248,612,176.25
1248,612,176.25,1231.5,570,213.75
1231.5,570,213.75,1164,523.5,180
1231.5,570,213.75,1246.5,538.5,262.5
1246.5,538.5,262.5,1254.769531,517.993408,201.03215
1254.769531,517.993408,201.03215,1219.5,487.5,187.5
1219.5,487.5,187.5,1209,523.5,146.25
