Node,X,Y,Z
2496,1219.5,487.5,187.5
2497,1221,475.5,326.25
2498,1231.5,442.5,315
2499,1203,364.5,382.5
2500,1200,363,390
2501,1183.5,357,390
2502,1170,349.5,382.5
2503,1218,336,375
2504,1263,339,367.5
2505,1266,339,360
2506,1296,322.5,345
2507,1258.5,324,345
2508,1263,304.5,341.25
2509,1264.5,301.5,337.5
2510,1300.5,282,318.75
2511,1255.5,270,315
2512,1245,250.5,292.5
2513,1243.5,238.5,270
2514,1246.5,213,255
2515,1225.5,246,288.75
2516,1186.5,240,277.5
2517,1171.5,216,247.5
2518,1191,199.5,225
2519,1203,210,210
2520,1180.5,261,172.5
2521,1194,273,161.25
2522,1203,288,135
2523,1201.5,282,116.25
2524,1204.5,276,112.5
2525,1212,271.5,78.75
2526,1230,270,105
2527,1251.843262,263.022369,93.678574
2528,1263,301.5,45
2529,1242,330,30
2530,1272,303,33.75
2531,1282.5,292.5,30
2532,1270.5,316.5,30
2533,1201.5,282,183.75
2534,1236,267,191.25
2535,1246.5,255,195
2536,1284,211.5,172.5
2537,1329,172.5,153.75
2538,1333.5,172.5,150
2539,1348.5,168,131.25
2540,1357.5,177,116.25
2541,1349.969482,164.069229,90.460022
2542,1402.5,181.5,30
2543,1383,193.5,120
2544,1377,229.5,120
2545,1359,153,135
2546,1306.5,166.5,165
2547,1255.5,262.5,217.5
2548,1309.5,256.5,187.5
2549,1317,247.5,210
2550,1285.5,223.5,251.25
2551,1204.673218,252.063248,239.921722
2552,1176,268.5,202.5
2553,1255.5,309,221.25
2554,1257,306,228.75
2555,1238.56543,288.46936,253.854187
2556,1216.5,322.5,285
2557,1203,336,258.75
2558,1216.302856,380.704651,255
2559,1186.452026,397.190247,255
2560,1161.510864,365.693359,247.767838
2561,1213.5,303,322.5
2562,1161,334.5,296.25
2563,1159.291016,385.57135,299.842682
2564,1248,289.5,330
2565,1213.5,306,337.5
2566,1204.5,304.5,360
2567,1195.5,304.5,360
2568,1194,298.5,360
2569,1165.5,328.5,363.75
2570,1159.5,330,363.75
2571,1144.5,316.5,360
2572,1110,334.5,356.25
2573,1105.5,337.5,360
2574,1074,372,363.75
2575,1068,361.5,345
2576,1063.5,357,341.25
2577,1059.70105,319.19809,274.543579
2578,1075.5,316.5,348.75
2579,1106.601807,315.603668,320.94516
2580,1020,306,375
2581,994.5,282,390
2582,961.5,330,375
2583,943.5,322.5,390
2584,924,372,405
2585,837,358.5,375
2586,843,327,360
2587,856.5,291,360
2588,819,379.5,367.5
2589,811.5,385.5,345
2590,825,429,333.75
2591,831,429,333.75
2592,856.5,441,352.5
2593,868.5,442.5,337.5
2594,882,463.5,341.25
2595,900,483,326.25
2596,906,481.5,341.25
2597,916.5,481.5,345
2598,913.5,459,363.75
2599,952.758057,439.176025,356.683655
2600,967.5,375,371.25
2601,1065,274.5,322.5
2602,1113,273,307.5
2603,1117.5,265.5,307.5
2604,1195.5,331.5,345
2605,1212,319.5,345
2606,1216.5,309,345
2607,1222.5,312,360
2608,1216.5,318,375
2609,1039.5,262.5,315
2610,1044,255,315
2611,985.5,282,315
2612,1000.447388,305.132996,318.255463
2613,948,522,360
2614,966,576,330
2615,958.5,597,337.5
2616,915,625.5,330
2617,859.5,628.5,311.25
2618,856.5,633,307.5
2619,852,630,292.5
2620,903,658.5,221.25
2621,904.5,666,240
2622,907.5,672,251.25
2623,982.5,661.5,243.75
2624,1023.190002,665.766418,226.694626
2625,943.5,598.5,262.5
2626,957,559.5,240
2627,906,543,236.25
2628,898.5,547.5,251.25
2629,922.5,598.5,303.75
2630,925.5,594,315
2631,901.5,522,330
2632,916.5,598.5,333.75
2633,886.5,583.5,367.5
2634,861.205688,555.168518,355.66449
2635,846,574.5,330
2636,868.5,598.5,318.75
2637,855,624,375
2638,786,624,375
2639,744,610.5,360
2640,759.743103,592.559143,345.976776
2641,795,618,341.25
2642,807,604.5,311.25
2643,805.5,610.5,296.25
2644,814.5,612,266.25
2645,780.727417,637.920959,270
2646,820.5,621,266.25
2647,820.5,625.5,285
2648,789,624,337.5
2649,825,642,326.25
2650,810,654,330
2651,891,702,333.75
2652,907.5,709.5,307.5
2653,860.147034,726.452881,277.832916
2654,975,700.5,300
2655,933.761841,763.847534,284.389771
2656,948,805.5,255
2657,970.5,816,300
2658,979.5,816,311.25
2659,1031.536133,850.75824,300.000946
2660,1089,810,300
2661,1129.5,771,311.25
2662,1150.5,768,337.5
2663,1194,762,307.5
2664,1181.83374,750.487427,226.700928
2665,1219.5,742.5,195
2666,1228.5,738,168.75
2667,1234.450928,728.687683,120.849411
2668,1240.5,742.5,187.5
2669,1242,733.5,198.75
2670,1242,729,195
2671,1246.230347,651.425781,221.01947
2672,1208.209839,688.315063,213.512924
2673,1212,732,232.5
2674,1236,751.5,236.25
2675,1246.5,763.5,258.75
2676,1249.5,783,232.5
2677,1195.62146,810.803894,234.189102
2678,1264.5,754.5,270
2679,1282.5,757.5,270
2680,1332,781.5,225
2681,1332,676.5,195
2682,1335,673.5,165
2683,1325.794556,645.085632,150.625961
2684,1345.5,624,168.75
2685,1363.5,612,180
2686,1366.5,610.5,183.75
2687,1368,597,153.75
2688,1360.5,592.5,138.75
2689,1368,561,116.25
2690,1354.5,564,90
2691,1354.807007,551.458557,40.2267
2692,1402.5,450,30
2693,1384.5,528,135
2694,1402.5,525,112.5
2695,1381.5,547.5,176.25
2696,1360.5,579,172.5
2697,1396.5,556.5,180
2698,1401,568.5,176.25
2699,1380,595.5,157.5
2700,1417.5,574.5,202.5
2701,1453.5,511.5,213.75
2702,1456.5,546,183.75
2703,1441.5,495,150
2704,1444.5,490.5,142.5
2705,1446,442.5,56.25
2706,1470,391.5,30
2707,1465.5,486,30
2708,1456.5,448.5,165
2709,1459.5,445.5,157.5
2710,1470,436.5,146.25
2711,1479,343.5,120
2712,1479,331.5,116.25
2713,1462.5,307.5,131.25
2714,1467,304.5,131.25
2715,1464,265.5,108.75
2716,1464.559814,319.737396,163.697937
2717,1423.5,394.5,165
2718,1395,477,183.75
2719,1333.5,499.5,213.75
2720,1356,430.5,183.75
2721,1367.048462,375.830475,194.087357
2722,1307.221191,278.49762,135.004059
2723,1351.5,430.5,165
2724,1312.5,468,142.5
2725,1303.5,475.5,123.75
2726,1308,487.5,116.25
2727,1321.5,483,97.5
2728,1342.5,501,71.25
2729,1324.5,480,93.75
2730,1305.221436,462.428436,59.573853
2731,1326,451.5,48.75
2732,1336.5,445.5,67.5
2733,1350,411,30
2734,1342.5,453,82.5
2735,1338,454.5,101.25
2736,1303.5,448.5,120
2737,1296,460.5,120
2738,1266,442.5,30
2739,1299,441,127.5
2740,1314,381,120
2741,1337.691528,401.456177,84.908096
2742,1315.5,376.5,30
2743,1318.5,381,273.75
2744,1332,355.5,288.75
2745,1356,345,273.75
2746,1363.5,352.5,247.5
2747,1363.5,348,243.75
2748,1359,340.5,270
2749,1395,298.5,266.25
2750,1403.085571,275.326111,249.304123
2751,1474.5,309,232.5
2752,1489.5,358.5,251.25
2753,1435.5,406.5,221.25
2754,1422,399,232.5
2755,1404,388.5,255
2756,1396.5,382.5,303.75
2757,1348.5,442.5,322.5
2758,1335,442.5,326.25
2759,1305,426,315
2760,1270.5,442.5,296.25
2761,1290,429,228.75
2762,1300.677612,473.648041,258.103241
2763,1315.5,501,228.75
2764,1296,555,277.5
2765,1293,565.5,292.5
2766,1272,567,300
2767,1266,583.5,311.25
2768,1260,616.5,315
2769,1260,652.5,300
2770,1260,663,281.25
2771,1318.5,660,217.5
2772,1263,639,258.75
2773,1248,657,273.75
2774,1236,675,251.25
2775,1194,621,285
2776,1197,618,266.25
2777,1248,618,213.75
2778,1266,630,195
2779,1260,634.5,180
2780,1182,613.5,292.5
2781,1176,595.5,311.25
2782,1182,582,322.5
2783,1206,559.5,330
2784,1180.5,520.5,311.25
2785,1197,495,318.75
2786,1204.5,487.5,326.25
2787,1213.5,483,330
2788,1210.5,495,326.25
2789,1222.5,558,337.5
2790,1240.5,580.5,337.5
2791,1239,661.5,356.25
2792,1240.5,697.5,333.75
2793,1231.5,702,330
2794,1252.5,651,315
2795,1219.5,699,345
2796,1176,652.5,337.5
2797,1150.5,681,330
2798,1113,634.5,360
2799,1098,666,345
2800,1035,667.5,348.75
2801,1035,664.5,341.25
2802,1050,663,315
2803,1020,711,307.5
2804,1029,774,296.25
2805,1057.092896,800.008728,266.775116
2806,1009.5,877.5,266.25
2807,1000.5,882,273.75
2808,948,904.5,270
2809,828,907.5,277.5
2810,844.5,940.5,247.5
2811,825,993,258.75
2812,837,1009.5,285
2813,816,993,300
2814,820.5,979.5,307.5
2815,862.5,1011,292.5
2816,877.5,1014,270
2817,990.618225,939.581177,254.012848
2818,888,1021.5,281.25
2819,904.5,1039.5,296.25
2820,891,1044,307.5
2821,904.5,1047,333.75
2822,925.5,1048.5,330
2823,942,1056,330
2824,955.5,1053,330
2825,963,1053,315
2826,1030.5,1087.5,300
2827,972,1005,311.25
2828,1038,922.5,330
2829,1032.043457,887.516113,330
2830,1087.5,876,330
2831,1105.5,886.5,315
2832,1140.545044,907.382507,288.895233
2833,1138.5,940.5,300
2834,1096.5,903,303.75
2835,1080.187256,956.391052,285
2836,1014.148499,979.212402,285
2837,1023.9104,1034.171021,276.377197
2838,1045.5,1044,228.75
2839,1029,1060.5,225
2840,964.5,1024.5,217.5
2841,991.5,1095,243.75
2842,919.45282,1039.01001,254.993973
2843,864,1075.5,240
2844,796.5,1072.5,255
2845,771,997.5,270
2846,762,991.5,266.25
2847,751.5,981,258.75
2848,739.5,955.5,247.5
2849,700.5,949.5,247.5
2850,675,976.5,236.25
2851,709.5,1009.5,210
2852,681,1030.5,191.25
2853,675.924194,1020.282898,141.842407
2854,685.843689,1051.961182,96.861626
2855,723,1027.5,71.25
2856,720,1017,30
2857,724.5,1026,78.75
2858,748.5,1030.5,30
2859,718.5,1054.5,150
2860,786,1044,198.75
2861,802.5,1102.5,195
2862,814.5,1119,195
2863,813,1125,172.5
2864,790.5,1095,150
2865,859.5,1122,187.5
2866,877.5,1114.5,168.75
2867,870,1119,142.5
2868,838.5,1128,120
2869,835.5,1128,123.75
2870,919.5,1110,153.75
2871,970.5,1123.5,138.75
2872,960,1063.5,135
2873,979.5,1131,135
2874,979.5,1135.5,112.5
2875,998.973022,1178.532349,89.691551
2876,988.232239,1176.757568,32.37685
2877,990,1144.5,33.75
2878,981,1134,41.25
2879,958.5,1084.5,30
2880,1014,1144.5,45
2881,997.5,1200,176.25
2882,1008,1197,180
2883,991.5,1222.5,180
2884,982.5,1237.5,157.5
2885,1044,1198.5,150
2886,1014,1300.5,153.75
2887,1051.5,1227,135
2888,1057.5,1338,135
2889,1056,1338,101.25
2890,1054.5,1308,105
2891,1102.758423,1339.586914,107.657867
2892,1128,1384.5,123.75
2893,1131,1413,135
2894,1075.5,1396.5,172.5
2895,1074,1401,168.75
2896,1065,1407,183.75
2897,1129.5,1498.5,228.75
2898,1123.5,1512,232.5
2899,1131,1509,187.5
2900,1143,1480.5,180
2901,1184.080566,1489.489136,180
2902,1231.5,1443,176.25
2903,1239,1386,127.5
2904,1224,1378.5,75
2905,1236,1383,45
2906,1276.5,1375.5,90
2907,1323.695068,1316.151489,104.99987
2908,1300.5,1390.5,105
2909,1275,1414.5,120
2910,1243.5,1498.5,30
2911,1279.5,1416,138.75
2912,1255.5,1464,131.25
2913,1234.5,1495.5,101.25
2914,1224,1492.5,75
2915,1225.5,1497,67.5
2916,1203,1447.5,30
2917,1217.680786,1533.778809,99.926971
2918,1212,1560,63.75
2919,1218,1570.5,30
2920,1191,1603.5,63.75
2921,1215,1678.5,30
2922,1169.754395,1633.480957,91.118774
2923,1264.5,1647,142.5
2924,1281,1636.5,120
2925,1252.5,1617,67.5
2926,1263,1656,30
2927,1249.5,1597.5,75
2928,1267.068481,1599.981934,30.505213
2929,1339.823975,1551.536499,44.982265
2930,1416.933472,1554.463379,47.09465
2931,1435.5,1587,67.5
2932,1440,1669.5,75
2933,1449,1674,56.25
2934,1458,1695,30
2935,1450.5,1663.5,82.5
2936,1492.5,1659,30
2937,1497,1576.5,165
2938,1533,1551,112.5
2939,1527,1557,90
2940,1504.5,1557,63.75
2941,1509,1570.5,30
2942,1483.5,1563,52.5
2943,1474.5,1558.5,30
2944,1483.5,1602,30
2945,1545,1575,86.25
2946,1551,1579.5,67.5
2947,1596,1605,30
2948,1528.5,1639.5,30
2949,1549.5,1572,90
2950,1579.5,1579.5,105
2951,1599,1576.5,101.25
2952,1639.5,1567.5,60
2953,1651.5,1579.5,30
2954,1647,1566,93.75
2955,1674.180542,1583.545898,100.361595
2956,1710,1623,41.25
2957,1731,1618.5,30
2958,1725,1606.5,97.5
2959,1769.469727,1620.81604,103.081848
2960,1813.5,1660.5,41.25
2961,1825.5,1678.5,30
2962,1821,1665,63.75
2963,1845,1680,30
2964,1819.5,1665,75
2965,1812,1645.5,105
2966,1789.5,1645.5,131.25
2967,1737,1587,135
2968,1743,1575,157.5
2969,1767,1548,180
2970,1773,1543.5,172.5
2971,1776,1536,161.25
2972,1800,1563,131.25
2973,1761.530029,1572.579834,91.068932
2974,1813.5,1566,82.5
2975,1854,1573.5,30
2976,1815,1560,105
2977,1831.5,1548,112.5
2978,1839.186279,1492.639404,119.699448
2979,1746,1434,105
2980,1732.240234,1384.054199,116.958092
2981,1746,1323,195
2982,1753.5,1312.5,202.5
2983,1756.5,1261.5,213.75
2984,1751.008545,1261.885742,248.793839
2985,1790.735474,1295.641235,254.683792
2986,1749,1309.5,221.25
2987,1732.5,1312.5,240
2988,1740,1321.5,225
2989,1686,1314,228.75
2990,1675.5,1317,221.25
2991,1665,1308,210
2992,1665,1326,225
2993,1657.5,1332,232.5
2994,1674,1354.5,221.25
2995,1692,1378.5,172.5
2996,1696.5,1380,157.5
2997,1644.100586,1396.039429,119.996864
2998,1639.196045,1443.994385,97.955154
2999,1638.179932,1425.661255,38.259125
3000,1732.647827,1388.755371,174.300644
3001,1740,1374,213.75
3002,1769.753906,1357.324829,235.869705
3003,1809,1383,251.25
3004,1815,1384.5,240
3005,1848,1402.5,236.25
3006,1869,1410,243.75
3007,1881,1408.5,232.5
3008,1894.5,1398,228.75
3009,1890.580078,1384.357178,200.960205
3010,1891.5,1431,180
3011,1935,1470,161.25
3012,1935,1474.5,157.5
3013,1962.153564,1478.534668,134.091324
3014,1959,1455,105
3015,1971.237915,1454.180054,60.174572
3016,2071.5,1482,30
3017,1987.5,1395,135
3018,2036.722778,1384.46167,101.805405
3019,2017.5,1365,41.25
3020,1960.5,1396.5,30
3021,2020.5,1327.5,71.25
3022,2064,1323,30
3023,2026.5,1326,93.75
3024,2004.386353,1284.599731,119.374359
3025,1995,1264.5,67.5
3026,2026.5,1261.5,30
3027,1993.5,1240.5,82.5
3028,2026.5,1234.5,30
3029,2006.171753,1241.049316,137.977783
3030,1965,1290,165
3031,1959,1294.5,172.5
3032,1909.5,1330.5,157.5
3033,1908,1335,146.25
3034,1921.5,1315.5,97.5
3035,1896,1320,90
3036,1881,1306.5,82.5
3037,1902,1305,52.5
3038,1917,1308,30
3039,1926,1315.5,90
3040,1987.5,1312.5,30
3041,1933.5,1357.5,146.25
3042,1935,1362,150
3043,1896,1375.5,131.25
3044,1829.175049,1299.446533,119.437866
3045,1894.5,1405.5,112.5
3046,1905,1413,101.25
3047,1917,1408.5,56.25
3048,1936.5,1419,30
3049,1924.5,1393.5,67.5
3050,1869,1393.5,30
3051,2008.5,1437,75
3052,2077.5,1419,37.5
3053,2109.832275,1408.44812,73.959694
3054,2145,1423.5,30
3055,2083.5,1425,30
3056,2103,1473,97.5
3057,2130,1489.5,86.25
3058,2121,1539,67.5
3059,2242.5,1657.5,30
3060,2079,1522.5,90
3061,2074.855469,1538.71936,41.459522
3062,2088,1570.5,30
3063,2077.5,1512,108.75
3064,2037,1501.5,123.75
3065,2014.5,1516.5,116.25
3066,1997.216553,1514.588135,82.557449
3067,2025,1521,30
3068,2010,1515,127.5
3069,2026.5,1491,127.5
3070,2019,1485,135
3071,2010.091309,1462.77002,120.141754
3072,1995,1455,142.5
3073,1975.5,1456.5,172.5
3074,1960.5,1470,187.5
3075,1948.5,1468.5,183.75
3076,1915.5,1480.5,232.5
3077,1908,1494,225
3078,1957.5,1530,195
3079,1972.5,1521,210
3080,1963.5,1533,195
3081,1990.5,1530,206.25
3082,2035.5,1549.5,198.75
3083,2025,1551,172.5
3084,2008.5,1570.5,157.5
3085,1978.5,1545,131.25
3086,1951.5,1557,116.25
3087,1981.22168,1616.279663,81.293045
3088,2056.5,1627.5,30
3089,1929,1534.5,138.75
3090,1915.999146,1579.672363,83.881302
3091,2004,1608,30
3092,1876.5,1521,161.25
3093,1837.5,1560,120
3094,1843.5,1591.5,101.25
3095,1900.5,1638,86.25
3096,1911,1642.5,90
3097,1918.5,1650,75
3098,1954.5,1653,30
3099,1918.5,1705.5,90
3100,1890,1705.5,86.25
3101,1890,1638,30
3102,1896,1672.5,142.5
3103,1893,1744.5,135
3104,1935,1732.5,93.75
3105,2032.5,1713,78.75
3106,2034,1710,75
3107,2118,1753.5,33.75
3108,2155.5,1738.5,30
3109,2121,1767,30
3110,2020.5,1686,41.25
3111,2031,1659,30
3112,1974.30957,1671.174194,67.171318
3113,1927.5,1714.5,86.25
3114,2050.530273,1748.757935,104.903214
3115,2035.5,1783.5,78.75
3116,2038.5,1806,45
3117,2035.5,1833,30
3118,2025,1798.5,63.75
3119,1969.5,1761,71.25
3120,1942.5,1746,30
3121,2002.5,1795.5,30
3122,1857,1752,93.75
3123,1836,1698,112.5
3124,1819.5,1669.5,78.75
3125,1778.499268,1700.505371,69.976891
3126,1797,1735.5,56.25
3127,1815,1771.5,30
3128,1804.5,1731,78.75
3129,1825.5,1791,56.25
3130,1831.5,1792.5,45
3131,1822.5,1785,30
3132,1852.5,1810.5,56.25
3133,1867.5,1828.5,48.75
3134,1911,1861.5,71.25
3135,1938,1902,30
3136,1911,1851,78.75
3137,1971,1840.5,75
3138,1867.5,1764,75
3139,1896,1780.5,30
3140,1863,1761,82.5
3141,1857,1756.5,97.5
3142,1834.5,1714.5,123.75
3143,1846.5,1690.5,172.5
3144,1839.413818,1704.591675,187.787598
3145,1855.5,1713,195
3146,1881,1779,183.75
3147,1846.5,1806,135
3148,1801.5,1756.5,176.25
3149,1788,1749,157.5
3150,1779.843506,1737.616577,120.784966
3151,1788.715942,1796.887817,104.837357
3152,1761,1827,93.75
3153,1725,1809,86.25
3154,1727.603149,1815.553101,37.010303
3155,1698,1848,30
3156,1731,1786.5,108.75
3157,1745.901367,1771.32312,90.031555
3158,1751.609985,1716.948242,104.47361
3159,1722,1731,78.75
3160,1777.5,1774.5,30
3161,1690.5,1702.5,63.75
3162,1681.5,1737,30
3163,1684.5,1680,75
3164,1654.582764,1649.39209,54.80212
3165,1645.5,1696.5,48.75
3166,1639.5,1710,30
3167,1650,1707,93.75
3168,1667.603271,1725.018799,102.395088
3169,1701,1806,30
3170,1669.5,1645.5,120
3171,1681.5,1621.5,135
3172,1696.5,1654.5,146.25
3173,1710,1675.5,183.75
3174,1711.5,1692,172.5
3175,1698,1717.5,153.75
3176,1689,1737,146.25
3177,1626.32251,1657.494629,150.003632
3178,1596,1668,172.5
3179,1576.5,1663.5,165
3180,1567.5,1660.5,142.5
3181,1551,1656,116.25
3182,1560,1653,93.75
3183,1563,1659,86.25
3184,1573.5,1672.5,71.25
3185,1591.5,1672.5,30
3186,1593,1696.5,75
3187,1605,1714.5,30
3188,1595.298096,1717.668091,101.424683
3189,1593,1743,82.5
3190,1614.072876,1766.799927,45.720924
3191,1629,1800,82.5
3192,1626,1777.5,120
3193,1603.5,1746,123.75
3194,1590,1710,146.25
3195,1585.5,1678.5,146.25
3196,1591.5,1674,172.5
3197,1578.312378,1673.897827,194.642853
3198,1576.5,1662,176.25
3199,1573.5,1660.5,150
3200,1582.793579,1729.06604,175.220642
3201,1537.5,1764,176.25
3202,1536,1771.5,168.75
3203,1530,1777.5,153.75
3204,1500,1866,101.25
3205,1522.5,1887,71.25
3206,1525.5,1890,56.25
3207,1525.5,1902,30
3208,1504.175537,1966.7052,102.820076
3209,1540.616333,1945.197998,121.664726
3210,1548,1902,168.75
3211,1512,1897.5,191.25
3212,1564.680054,1869.33606,209.172226
3213,1594.5,1827,202.5
3214,1582.5,1824,176.25
3215,1576.5,1834.5,165
3216,1560,1837.5,157.5
3217,1520.998535,1839.863281,160.752563
3218,1497.965576,1869.580811,136.250336
3219,1588.5,1900.5,120
3220,1574.676514,1924.375244,97.129311
3221,1575,1917,48.75
3222,1594.5,1968,30
3223,1585.5,1909.5,37.5
3224,1591.907349,1867.430908,59.944122
3225,1617,1860,45
3226,1618.5,1876.5,30
3227,1642.5,1821,78.75
3228,1665,1807.5,86.25
3229,1675.5,1836,112.5
3230,1686,1872,71.25
3231,1699.5,1899,30
3232,1722,1881,75
3233,1758,1876.5,45
3234,1756.5,1891.5,30
3235,1761,1894.5,30
3236,1747.5,1897.5,41.25
3237,1776,1989,30
3238,1726.5,1885.5,78.75
3239,1765.5,1831.5,82.5
3240,1812,1851,30
3241,1801.5,1893,52.5
3242,1857,1942.5,30
3243,1848,1917,52.5
3244,1860,1879.5,86.25
3245,1875,1891.5,67.5
3246,1900.5,1930.5,30
3247,1849.123657,1832.708496,104.489952
3248,1851,1803,75
3249,1843.5,1791,86.25
3250,1852.5,1771.5,93.75
3251,1834.5,1924.5,60
3252,1861.5,1947,30
3253,1633.5,1809,86.25
3254,1719,1836,120
3255,1719,1771.5,165
3256,1713,1765.5,153.75
3257,1716,1774.5,180
3258,1717.5,1855.5,176.25
3259,1710,1863,165
3260,1706.770874,1931.333984,106.04734
3261,1660.5,1978.5,60
3262,1641,2029.5,30
3263,1614,1929,90
3264,1605,1911,56.25
3265,1647,1920,30
3266,1605,1917,116.25
3267,1617,1905,135
3268,1630.5,1875,191.25
3269,1633.5,1872,183.75
3270,1632,1824,157.5
3271,1671,1837.5,127.5
3272,1647.43042,1866.069824,105.043747
3273,1696.5,1944,30
3274,1617,1824,161.25
3275,1587,1812,172.5
3276,1587,1816.5,176.25
3277,1596,1819.5,206.25
3278,1556.1073,1746.920654,282.631378
3279,1506,1740,311.25
3280,1492.5,1755,292.5
3281,1453.508423,1757.710938,291.303925
3282,1455,1714.5,243.75
3283,1428,1683,210
3284,1440,1680,195
3285,1430.855469,1712.812988,165.050095
3286,1455,1764,183.75
3287,1462.5,1765.5,157.5
3288,1461,1762.5,146.25
3289,1429.323853,1772.224243,145.139938
3290,1419,1807.5,105
3291,1423.5,1800,75
3292,1420.5,1800,67.5
3293,1386,1773,30
3294,1423.5,1803,52.5
3295,1423.5,1837.5,30
3296,1443,1804.5,60
3297,1476,1785,30
3298,1479.121704,1901.033569,45.875206
3299,1468.916016,1925.748291,69.10923
3300,1461,1908,105
3301,1455,1870.5,112.5
3302,1464,1857,131.25
3303,1477.5,1824,180
3304,1540.5,1759.5,198.75
3305,1537.5,1741.5,225
3306,1653,1747.5,273.75
3307,1697.792969,1711.727661,259.700531
3308,1696.5,1689,221.25
3309,1714.5,1669.5,202.5
3310,1703.522095,1620.464355,224.763641
3311,1692,1543.5,191.25
3312,1654.5,1563,187.5
3313,1595.74292,1516.347778,176.126602
3314,1573.5,1501.5,142.5
3315,1536,1534.5,90
3316,1558.5,1551,30
3317,1521,1522.5,86.25
3318,1507.5,1509,75
3319,1492.5,1474.5,75
3320,1491,1470,60
3321,1500,1474.5,30
3322,1470,1461,86.25
3323,1461,1402.5,93.75
3324,1467,1381.5,60
3325,1485,1360.5,30
3326,1495.765259,1376.436401,74.999649
3327,1519.5,1408.5,71.25
3328,1533,1426.5,30
3329,1482,1393.5,161.25
3330,1473.13916,1356.569214,164.862244
3331,1430.025269,1348.217285,164.997772
3332,1393.5,1368,123.75
3333,1369.823486,1418.288086,96.131538
3334,1408.5,1474.5,90
3335,1441.5,1461,30
3336,1420.5,1476,112.5
3337,1413,1501.5,120
3338,1457.709595,1546.613281,111.956909
3339,1399.5,1528.5,120
3340,1371,1579.5,86.25
3341,1359.559326,1608.131592,34.369152
3342,1353.883545,1638.339844,38.453815
3343,1381.5,1638,60
3344,1429.480713,1683.696777,30
3345,1435.5,1642.5,30
3346,1393.5,1641,116.25
3347,1401,1636.5,127.5
3348,1419,1600.5,135
3349,1483.5,1582.5,172.5
3350,1491,1579.5,187.5
3351,1533,1599,232.5
3352,1534.5,1627.5,210
3353,1537.5,1633.5,191.25
3354,1519.5,1662,135
3355,1539,1662,120
3356,1527,1692,71.25
3357,1558.5,1699.5,30
3358,1527,1725,45
3359,1537.5,1731,30
3360,1545,1735.5,30
3361,1492.5,1765.5,30
3362,1483.5,1729.5,168.75
3363,1464,1701,165
3364,1461,1716,142.5
3365,1410,1738.5,97.5
3366,1444.5,1749,30
3367,1368,1777.5,71.25
3368,1372.5,1806,30
3369,1350,1786.5,86.25
3370,1342.5,1777.5,30
3371,1359,1848,90
3372,1332,1848,93.75
3373,1326.755615,1836.309814,52.615063
3374,1341,1876.5,30
3375,1351.5,1830,116.25
3376,1357.5,1836,120
3377,1378.5,1834.5,101.25
3378,1366.5,1855.5,112.5
3379,1395,1881,105
3380,1396.994507,1918.407471,49.297108
3381,1426.5,1975.5,30
3382,1431,1942.5,90
3383,1435.5,1962,60
3384,1350.453613,1932.664795,79.531845
3385,1363.5,1860,108.75
3386,1450.5,1963.5,63.75
3387,1495.5,2049,30
3388,1424.137451,1848.993774,129.419846
3389,1420.5,1822.5,195
3390,1408.5,1785,221.25
3391,1398,1783.5,210
3392,1393.5,1809,191.25
3393,1321.5,1876.5,142.5
3394,1326,1885.5,123.75
3395,1276.5,1881,112.5
3396,1269,1878,93.75
3397,1257,1896,71.25
3398,1257,1930.5,30
3399,1284,1914,82.5
3400,1294.5,1944,30
3401,1326,1894.5,120
3402,1375.5,1888.5,153.75
3403,1443,1884,142.5
3404,1450.5,1885.5,135
3405,1449,1876.5,168.75
3406,1461,1861.5,221.25
3407,1447.5,1843.5,262.5
3408,1432.5,1819.5,307.5
3409,1413,1827,292.5
3410,1387.5,1834.5,285
3411,1386,1851,270
3412,1399.5,1867.5,247.5
3413,1393.5,1839,288.75
3414,1417.5,1834.5,296.25
3415,1420.5,1824,322.5
3416,1414.5,1822.5,318.75
3417,1389,1801.5,330
3418,1356,1774.5,322.5
3419,1353,1756.5,315
3420,1315.5,1704,266.25
3421,1273.633545,1665.005859,203.378845
3422,1290,1621.5,198.75
3423,1281,1620,180
3424,1282.5,1618.5,150
3425,1290,1624.5,127.5
3426,1389,1650,120
3427,1389,1662,131.25
3428,1350.512573,1702.911499,80.700195
3429,1384.5,1702.5,30
3430,1402.5,1656,146.25
3431,1435.5,1674,191.25
3432,1452,1668,206.25
3433,1458,1671,202.5
3434,1449,1683,191.25
3435,1455,1615.5,262.5
3436,1453.5,1611,266.25
3437,1483.5,1555.5,225
3438,1414.5,1549.5,228.75
3439,1395,1545,225
3440,1381.5,1537.5,206.25
3441,1348.5,1513.5,183.75
3442,1351.5,1510.5,176.25
3443,1353,1506,157.5
3444,1332.627563,1536.145142,95.481033
3445,1316.532471,1519.427856,43.026241
3446,1270.5,1516.5,30
3447,1360.5,1494,191.25
3448,1327.5,1435.5,138.75
3449,1356.813232,1459.880005,120
3450,1432.5,1456.5,120
3451,1455,1461,131.25
3452,1473,1462.5,101.25
3453,1495.5,1470,90
3454,1504.5,1459.5,105
3455,1540.5,1449,78.75
3456,1569,1459.5,30
3457,1535.01355,1386.919434,147.027679
3458,1513.5,1423.5,180
3459,1522.5,1449,161.25
3460,1510.5,1455,168.75
3461,1501.5,1452,161.25
3462,1500,1462.5,180
3463,1405.5,1461,165
