Node,X,Y,Z
5064,2284.712891,945.67981,78.584145
5065,2296.5,931.5,48.75
5066,2302.5,961.5,30
5067,2262,913.5,123.75
5068,2232,897,105
5069,2202.274414,922.95166,96.809837
5070,2229,936,75
5071,2205,940.5,41.25
5072,2161.550049,866.25116,56.098347
5073,2239.5,795,30
5074,2242.5,1005,45
5075,2271,984,30
5076,2233.5,1011,56.25
5077,2203.5,1047,30
5078,2260.5,1008,97.5
5079,2223,972,131.25
5080,2215.5,982.5,142.5
5081,2230.5,1036.5,135
5082,2173.5,1042.5,112.5
5083,2151,1078.5,93.75
5084,2146.5,1087.5,78.75
5085,2184,1135.5,30
5086,2121,1065,56.25
5087,2074.5,1075.5,30
5088,2160.65918,1011.337402,96.019127
5089,2146.5,987,90
5090,2107.384277,968.662109,38.179672
5091,2139,976.5,112.5
5092,2149.5,952.5,131.25
5093,2206.5,883.5,138.75
5094,2188.5,864,157.5
5095,2196,879,187.5
5096,2142,876,202.5
5097,2110.5,892.5,213.75
5098,2071.5,918,240
5099,2059.5,922.5,221.25
5100,2010.969971,922.80011,225.868942
5101,1984.5,895.5,258.75
5102,1980,898.5,266.25
5103,1966.5,909,273.75
5104,1953,847.5,240
5105,1963.5,855,217.5
5106,1936.5,882,198.75
5107,1893,903,146.25
5108,1846.5,958.5,93.75
5109,1896,979.5,41.25
5110,1897.5,978,30
5111,1905,994.5,75
5112,1888.5,1044,52.5
5113,1869,1089,33.75
5114,1953,1066.5,37.5
5115,1984.5,1057.5,30
5116,1959,1081.5,30
5117,1929,963,112.5
5118,1969.5,934.5,101.25
5119,2007,892.5,105
5120,2008.5,897,123.75
5121,2040,922.5,116.25
5122,2050.5,901.5,157.5
5123,2091,945,191.25
5124,2112,943.5,183.75
5125,2127,933,146.25
5126,2139,937.5,187.5
5127,2142,934.5,195
5128,2155.5,933,191.25
5129,2188.5,931.5,195
5130,2236.5,922.5,161.25
5131,2238,925.5,146.25
5132,2257.5,918,131.25
5133,2292,957,138.75
5134,2298,954,146.25
5135,2311.5,978,153.75
5136,2331,976.5,101.25
5137,2389.5,936,30
5138,2347.5,987,120
5139,2272.5,981,210
5140,2243.336914,1004.709717,180.061218
5141,2209.5,990,168.75
5142,2173.5,990,165
5143,2142,981,153.75
5144,2140.5,988.5,142.5
5145,2134.5,979.5,116.25
5146,2110.5,985.5,120
5147,2035.5,988.5,116.25
5148,2062.5,1020,101.25
5149,2068.5,1026,82.5
5150,2092.5,1006.5,30
5151,2105.02832,1079.54187,98.955238
5152,2065.5,1029,146.25
5153,2068.821045,1056.416748,143.149414
5154,2145,1051.5,142.5
5155,2142.92749,1036.851929,206.544418
5156,2101.5,1027.5,255
5157,2095.5,1011,266.25
5158,2041.5,997.5,247.5
5159,2046,1000.5,225
5160,2053.5,996,210
5161,2044.5,994.5,191.25
5162,2023.5,988.5,142.5
5163,2008.5,1020,153.75
5164,1933.5,1035,247.5
5165,1810.5,1009.5,161.25
5166,1800,1027.5,165
5167,1816.583252,1050.837891,198.142593
5168,1854,1077,195
5169,1878,1075.5,161.25
5170,1855.5,1060.5,142.5
5171,1813.882324,1080.47229,117.065041
5172,1832.523438,1044.775879,91.066879
5173,1858.5,1054.5,135
5174,1870.5,1042.5,108.75
5175,1845.699829,1101.417969,84.655853
5176,1806,1092,60
5177,1797,1054.5,30
5178,1770,1125,142.5
5179,1797,1144.5,157.5
5180,1813.5,1188,112.5
5181,1831.5,1185,30
5182,1852.5,1213.5,120
5183,1870.5,1194,127.5
5184,1860,1221,120
5185,1863,1243.5,168.75
5186,1858.5,1255.5,165
5187,1815,1366.5,146.25
5188,1801.5,1375.5,112.5
5189,1801.5,1384.5,86.25
5190,1807.5,1389,78.75
5191,1795.575317,1515.4729,45.107033
5192,1717.5,1491,105
5193,1687.5,1524,116.25
5194,1711.5,1509,153.75
5195,1704,1497,138.75
5196,1653,1488,120
5197,1668.463745,1504.068359,39.26387
5198,1720.5,1552.5,30
5199,1659,1431,183.75
5200,1635.940918,1353.857422,173.515991
5201,1615.5,1354.5,127.5
5202,1596,1372.5,123.75
5203,1576.791748,1363.704712,80.174385
5204,1573.5,1320,93.75
5205,1579.5,1315.5,30
5206,1582.5,1275,127.5
5207,1561.5,1251,146.25
5208,1566,1225.5,135
5209,1522.5,1183.5,146.25
5210,1509,1192.5,191.25
5211,1465.5,1203,255
5212,1462.5,1204.5,266.25
5213,1419,1192.5,262.5
5214,1327.5,1191,247.5
5215,1271.732544,1183.943481,307.777588
5216,1342.333252,1152.871704,269.979004
5217,1329,1081.5,270
5218,1351.5,1071,277.5
5219,1347,1039.5,285
5220,1372.5,928.5,303.75
5221,1344,901.5,322.5
5222,1338,895.5,322.5
5223,1327.5,898.5,322.5
5224,1303.5,924,326.25
5225,1255.5,936,322.5
5226,1224,987,300
5227,1282.5,1008,311.25
5228,1293,996,300
5229,1300.5,966,318.75
5230,1306.5,945,333.75
5231,1306.5,940.5,330
5232,1309.5,934.5,345
5233,1229.040039,954.529663,349.797882
5234,1288.916138,971.039856,358.42807
5235,1326,925.5,352.5
5236,1338,909,341.25
5237,1341,901.5,356.25
5238,1344,889.5,345
5239,1348.5,885,348.75
5240,1385.366211,875.025146,300.05722
5241,1384.5,813,281.25
5242,1395,813,285
5243,1474.5,799.5,270
5244,1524,720,255
5245,1519.5,708,240
5246,1536,700.5,191.25
5247,1534.5,697.5,135
5248,1555.5,706.5,116.25
5249,1612.640869,761.356995,180
5250,1663.5,742.5,176.25
5251,1660.464722,779.47168,138.984131
5252,1680,780,90
5253,1664.15271,793.569153,204.431625
5254,1642.5,790.5,266.25
5255,1633.5,840,247.5
5256,1627.5,808.5,221.25
5257,1596,765,236.25
5258,1594.5,762,221.25
5259,1672.132446,704.705139,230.201218
5260,1666.5,637.5,213.75
5261,1630.5,669,273.75
5262,1581,663,270
5263,1569,663,247.5
5264,1545,720,255
5265,1581,756,236.25
5266,1567.5,664.5,292.5
5267,1566,652.5,303.75
5268,1557,616.5,307.5
5269,1566,610.5,288.75
5270,1600.5,618,255
5271,1624.800171,672.201538,199.68187
5272,1664.30481,683.356201,131.405685
5273,1674,652.5,30
5274,1588.146362,563.110718,243.742386
5275,1615.0448,521.244873,142.856369
5276,1597.5,591,322.5
5277,1639.5,600,311.25
5278,1644,594,292.5
5279,1651.5,552,240
5280,1608,511.5,288.75
5281,1614,520.5,318.75
5282,1651.5,513,315
5283,1720.5,529.5,296.25
5284,1774.41687,513.965637,286.878632
5285,1807.5,564,266.25
5286,1774.5,586.5,251.25
5287,1749,549,247.5
5288,1729.5,550.5,285
5289,1725,556.5,285
5290,1702.5,556.5,266.25
5291,1735.5,658.5,228.75
5292,1671,493.5,266.25
5293,1657.5,436.5,251.25
5294,1543.5,436.5,281.25
5295,1531.5,390,255
5296,1539,381,266.25
5297,1564.5,348,315
5298,1618.5,345,307.5
5299,1609.5,376.5,352.5
5300,1621.5,394.5,337.5
5301,1603.5,415.5,330
5302,1582.5,438,307.5
5303,1537.5,439.5,281.25
5304,1534.5,442.5,277.5
5305,1518,490.5,258.75
5306,1489.5,525,206.25
5307,1485,522,202.5
5308,1474.5,454.5,195
5309,1480.5,439.5,172.5
5310,1456.5,477,232.5
5311,1450.5,478.5,232.5
5312,1453.5,499.5,217.5
5313,1470,499.5,236.25
5314,1468.5,478.5,255
5315,1489.5,439.5,281.25
5316,1491,417,270
5317,1498.5,429,277.5
5318,1501.5,432,285
5319,1495.5,442.5,296.25
5320,1488.942749,480.785065,326.21994
5321,1474.5,508.5,311.25
5322,1456.5,525,300
5323,1431,526.5,311.25
5324,1359,549,307.5
5325,1354.5,517.5,281.25
5326,1377.943481,480.369263,236.590439
5327,1414.5,435,247.5
5328,1416,441,262.5
5329,1411.5,451.5,303.75
5330,1408.5,433.5,330
5331,1345.5,387,330
5332,1312.5,396,318.75
5333,1344,339,341.25
5334,1387.5,307.5,326.25
5335,1383,264,285
5336,1435.5,358.5,330
5337,1438.5,364.5,307.5
5338,1467.289917,401.653839,314.980865
5339,1464,468,345
5340,1464,474,345
5341,1426.5,522,333.75
5342,1419,523.5,330
5343,1404,562.5,326.25
5344,1402.5,607.5,303.75
5345,1420.5,628.5,285
5346,1426.5,619.5,266.25
5347,1453.5,619.5,232.5
5348,1458,601.5,191.25
5349,1447.5,610.5,157.5
5350,1434,631.5,127.5
5351,1464,586.5,131.25
5352,1498.5,651,120
5353,1512,672,105
5354,1450.5,729,120
5355,1446,729,195
5356,1452,726,187.5
5357,1470.887329,673.134888,175.859726
5358,1512,756,191.25
5359,1510.5,768,187.5
5360,1359,711,270
5361,1373.823486,758.672119,276.983826
5362,1342.5,780,258.75
5363,1335,798,303.75
5364,1363.5,811.5,300
5365,1402.5,756,341.25
5366,1390.5,705,363.75
5367,1390.5,699,363.75
5368,1366.5,682.5,352.5
5369,1389,663,337.5
5370,1407,672,311.25
5371,1444.5,652.5,303.75
5372,1452,664.5,300
5373,1452,706.5,292.5
5374,1438.5,711,281.25
5375,1483.5,675,243.75
5376,1531.268921,625.410828,235.576126
5377,1421.957642,738.878723,285
5378,1498.5,733.5,288.75
5379,1527,739.5,296.25
5380,1528.5,735,311.25
5381,1536,696,315
5382,1495.5,670.5,330
5383,1482,657,318.75
5384,1495.5,615,273.75
5385,1513.5,591,247.5
5386,1527,579,311.25
5387,1542,588,330
5388,1539,580.5,345
5389,1522.5,580.5,330
5390,1486.5,585,326.25
5391,1471.5,564,341.25
5392,1491,517.5,345
5393,1573.5,471,363.75
5394,1531.491455,450.259888,373.327789
5395,1558.5,409.5,375
5396,1576.5,397.5,371.25
5397,1582.5,393,363.75
5398,1576.5,406.5,345
5399,1545,387,360
5400,1515,379.5,356.25
5401,1521,367.5,345
5402,1545,339,318.75
5403,1503,327,311.25
5404,1497,303,300
5405,1365,207,243.75
5406,1416,211.5,225
5407,1425,208.5,225
5408,1464,213,176.25
5409,1465.5,229.5,221.25
5410,1489.5,244.5,240
5411,1353,208.5,247.5
5412,1323,268.5,300
5413,1318.5,246,292.5
5414,1321.5,279,315
5415,1311,280.5,315
5416,1321.5,291,330
5417,1333.5,279,315
5418,1516.5,285,273.75
5419,1536,301.5,266.25
5420,1510.5,262.5,270
5421,1440,364.5,348.75
5422,1434,369,352.5
5423,1431,364.5,345
5424,1404.779297,407.87384,363.604584
5425,1404,421.5,405
5426,1383,411,405
5427,1308.811279,392.092712,404.053711
5428,1309.5,348,386.25
5429,1339.5,337.5,352.5
5430,1320,316.5,360
5431,1281,331.5,390
5432,1241.730225,279.532837,390
5433,1189.103882,285.776215,390
5434,1214.513062,221.175797,390
5435,1158,201,390
5436,1270.5,336,393.75
5437,1210.5,373.5,393.75
5438,1204.5,442.5,375
5439,1180.988159,424.763885,369.752563
5440,1192.505737,430.328064,345.694702
5441,1142.28186,485.798309,344.895966
5442,1233,484.5,360
5443,1228.5,469.5,330
5444,1249.5,454.5,330
5445,1263,451.5,311.25
5446,1284,495,345
5447,1291.5,498,345
5448,1290,474,356.25
5449,1293,457.5,375
5450,1314,423,363.75
5451,1294.035156,374.759583,341.600708
5452,1264.5,366,296.25
5453,1260,360,277.5
5454,1260,343.5,251.25
5455,1267.5,340.5,266.25
5456,1390.5,391.5,401.25
5457,1395,387,401.25
5458,1297.5,468,390
5459,1331.224487,461.720795,395.257385
5460,1298.717285,435.327728,419.9104
5461,1144.5,409.5,405
5462,1135.5,411,363.75
5463,1143,399,356.25
5464,1101.008179,406.222687,329.094269
5465,1147.5,351,363.75
5466,1164,343.5,378.75
5467,1111.5,342,371.25
5468,1125,433.5,375
5469,1116,442.5,378.75
5470,1092,459,356.25
5471,1089,460.5,326.25
5472,1081.5,468,322.5
5473,1083.020508,521.041748,314.997498
5474,1123.5,559.5,318.75
5475,1128,573,315
5476,1143,592.5,315
5477,1089,574.5,345
5478,1066.5,525,356.25
5479,1108.5,487.5,356.25
5480,1137,507,360
5481,1143,519,348.75
5482,1138.5,523.5,333.75
5483,1137,534,375
5484,1168.362305,573.508118,360
5485,1204.5,522,352.5
5486,1224,529.5,345
5487,1159.5,484.5,371.25
5488,1146,472.5,375
5489,1146,453,375
5490,1147.5,415.5,393.75
5491,1134,483,393.75
5492,1134,487.5,390
5493,1146,496.5,371.25
5494,1158,514.5,401.25
5495,1200,520.5,401.25
5496,1242,544.5,382.5
5497,1245,546,378.75
5498,1267.5,534,360
5499,1275,525,356.25
5500,1287,526.5,345
5501,1287,552,345
5502,1302,570,322.5
5503,1334.682739,552.544067,330
5504,1322.884766,490.60733,317.539276
5505,1342.256714,417.208405,255.109787
5506,1296,573,311.25
5507,1296,570,296.25
5508,1326,661.5,303.75
5509,1318.5,696,285
5510,1324.563965,731.13324,318.258759
5511,1266,703.5,337.5
5512,1269,738,333.75
5513,1360.5,678,356.25
5514,1350,673.5,367.5
5515,1285.5,675,375
5516,1260,637.5,363.75
5517,1263,627,360
5518,1174.5,610.5,356.25
5519,1179,586.5,337.5
5520,1278,606,363.75
5521,1273.5,595.5,378.75
5522,1269,552,360
5523,1275,603,378.75
5524,1310.862793,607.275696,390.302795
5525,1303.5,579,405
5526,1285.5,598.5,420
5527,1252.5,585,427.5
5528,1183.5,585,420
5529,1141.5,630,412.5
5530,1093.5,649.5,412.5
5531,1137,745.5,367.5
5532,1074,660,435
5533,1035,640.5,397.5
5534,1023,666,371.25
5535,952.5,718.5,375
5536,937.5,705,408.75
5537,939,691.5,420
5538,937.5,684,416.25
5539,946.5,633,442.5
5540,952.5,612,465
5541,951,552,465
5542,990.449402,598.286072,450
5543,1054.5,576,435
5544,1050,562.5,412.5
5545,1057.5,520.5,416.25
5546,1123.5,526.5,412.5
5547,1134,528,405
5548,1144.5,532.5,397.5
5549,1149,532.5,401.25
5550,1150.5,541.5,416.25
5551,1156.5,544.5,420
5552,1161,540,420
5553,1168.5,525,435
5554,1116,516,420
5555,1123.5,493.5,401.25
5556,1125,477,397.5
5557,1164.821899,443.574585,419.74231
5558,1225.5,457.5,420
5559,1239,453,453.75
5560,1272,453,480
5561,1336.5,490.5,480
5562,1354.5,513,457.5
5563,1354.5,498,435
5564,1305,483,416.25
5565,1318.5,507,375
5566,1279.5,493.5,371.25
5567,1276.5,495,367.5
5568,1272,498,371.25
5569,1267.5,501,386.25
5570,1296,478.5,405
5571,1321.5,507,378.75
5572,1329,498,375
5573,1372.5,483,352.5
5574,1363.5,483,326.25
5575,1363.5,514.5,303.75
5576,1390.5,498,322.5
5577,1378.5,493.5,348.75
5578,1378.5,505.5,356.25
5579,1366.5,520.5,367.5
5580,1365,552,375
5581,1362,573,393.75
5582,1375.5,564,378.75
5583,1389,594,367.5
5584,1438.5,639,363.75
5585,1453.5,633,341.25
5586,1450.5,622.5,330
5587,1446,600,337.5
5588,1443,573,322.5
5589,1446,562.5,322.5
5590,1459.5,531,315
5591,1425,568.5,345
5592,1441.5,570,367.5
5593,1447.5,522,393.75
5594,1412.913574,524.112427,386.593384
5595,1399.5,549,405
5596,1351.5,541.5,438.75
5597,1330.5,559.5,423.75
5598,1320,535.5,420
5599,1264.5,538.5,435
5600,1228.415649,518.972473,448.7836
5601,1179,532.5,431.25
5602,1177.5,529.5,435
5603,1171.5,523.5,438.75
5604,1144.5,504,461.25
5605,1131,484.5,476.25
5606,1087.5,456,472.5
5607,1069.5,474,450
5608,1074,486,442.5
5609,1107,508.5,416.25
5610,1071,496.5,390
5611,1018.5,442.5,431.25
5612,940.5,402,420
5613,913.5,418.5,408.75
5614,967.5,465,401.25
5615,1005,481.5,371.25
5616,1042.5,495,330
5617,994.5,502.5,367.5
5618,979.5,514.5,345
5619,966,495,322.5
5620,987,504,390
5621,982.5,501,390
5622,970.5,516,408.75
5623,976.5,517.5,405
5624,1006.5,531,405
5625,1009.5,529.5,401.25
5626,1021.5,531,420
5627,1027.5,531,431.25
5628,1050,472.5,461.25
5629,1041,460.5,472.5
5630,1042.5,459,480
5631,1015.5,540,465
5632,1003.5,513,468.75
5633,1030.5,493.5,480
5634,975,513,472.5
5635,960,501,480
5636,1060.5,531,480
5637,933,513,423.75
5638,922.5,489,446.25
5639,922.5,477,461.25
5640,856.5,478.5,465
5641,868.908752,432.205841,437.822205
5642,846,517.5,480
5643,969,468,480
5644,1110.828247,460.455322,450.362152
5645,1129.5,460.5,480
5646,1192.5,477,480
5647,1198.5,453,480
5648,1209,481.5,480
5649,1221,487.5,480
5650,1158,525,480
5651,1434,558,442.5
5652,1426.5,549,450
5653,1408.5,532.5,457.5
5654,1408.5,499.5,480
5655,1410,489,476.25
5656,1479,492,438.75
5657,1446,435,390
5658,1450.5,414,386.25
5659,1459.5,406.5,386.25
5660,1477.5,403.5,378.75
5661,1491,390,348.75
5662,1464,363,360
5663,1453.5,357,356.25
5664,1485,408,386.25
5665,1473,477,363.75
5666,1477.5,513,360
5667,1421.559814,529.312012,360
5668,1503,393,405
5669,1477.5,375,401.25
5670,1509.58252,331.527008,390
5671,1365,262.5,390
5672,1522.5,402,405
5673,1443,408,393.75
5674,1433.071045,410.541565,393.742065
5675,1437,420,405
5676,1426.5,421.5,405
5677,1423.5,430.5,412.5
5678,1378.717163,444.189056,416.259766
5679,1390.5,486,416.25
5680,1438.5,435,416.25
5681,1525.5,505.5,457.5
5682,1527.159424,533.164185,421.198334
5683,1492.5,526.5,405
5684,1477.5,529.5,405
5685,1483.5,574.5,393.75
5686,1525.5,558,360
5687,1537.5,565.5,352.5
5688,1543.5,577.5,345
5689,1552.5,573,345
5690,1549.5,555,356.25
5691,1582.5,573,345
5692,1573.5,576,356.25
5693,1581,597,367.5
5694,1585.5,603,367.5
5695,1600.307007,562.844421,380.837738
5696,1594.5,561,352.5
5697,1591.5,562.5,348.75
5698,1629,564,348.75
5699,1631.976685,509.789032,363.00946
5700,1687.5,486,356.25
5701,1713.895752,475.747894,339.015167
5702,1707,421.5,303.75
5703,1692,402,300
5704,1770,402,236.25
5705,1737,448.5,183.75
5706,1749.157349,435.498688,124.169159
5707,1827,289.5,30
5708,1723.5,453,206.25
5709,1711.530396,386.722351,159.516266
5710,1807.5,412.5,146.25
5711,1816.5,423,135
5712,1898.011841,392.086456,133.799759
5713,1908,433.5,116.25
5714,1921.5,439.5,105
5715,1909.5,447,112.5
5716,1792.5,366,225
5717,1810.5,352.5,191.25
5718,1789.5,294,146.25
5719,1792.5,279,127.5
5720,1771.906738,265.873627,91.475105
5721,1723.5,297,82.5
5722,1705.966187,282.504303,54.920788
5723,1731,261,30
5724,1656,336,135
5725,1656,297,135
5726,1699.5,250.5,135
5727,1704,246,135
5728,1722,288,187.5
5729,1731,291,191.25
5730,1761,300,176.25
5731,1637.098633,310.246429,164.932358
5732,1815,241.5,120
5733,1780.5,360,225
5734,1782,412.5,243.75
5735,1821,393,195
5736,1965,639,285
5737,1991.262085,606.422119,299.899841
5738,1960.5,534,285
5739,2078.595215,488.792908,184.47229
5740,2085,462,146.25
5741,1903.875488,452.845673,251.772415
5742,1966.5,651,288.75
5743,1950,678,273.75
5744,1953,681,270
5745,1953,751.5,206.25
5746,1930.5,780,161.25
5747,1912.5,795,176.25
5748,1914,799.5,157.5
5749,1906.5,807,161.25
5750,1900.5,796.5,180
5751,1855.5,742.5,243.75
5752,1858.5,727.5,247.5
5753,1834.5,705,300
5754,1850.473022,684.342041,300.113495
5755,1825.5,673.5,296.25
5756,1833,667.5,288.75
5757,1870.5,652.5,281.25
5758,1915.5,691.5,322.5
5759,1929,691.5,322.5
5760,1969.890991,662.300415,327.66861
5761,1933.5,730.5,311.25
5762,1953,747,303.75
5763,1977,763.5,285
5764,2033.450928,739.214417,222.403091
5765,2066.044678,728.79126,227.252563
5766,2076.82666,691.109619,236.661026
5767,2032.5,690,255
5768,2028,685.5,255
5769,2023.5,660,228.75
5770,2029.5,655.5,221.25
5771,1983,646.5,191.25
5772,1980,636,183.75
5773,1983,684,225
5774,1959,672,243.75
5775,1995,696,240
5776,1993.5,726,176.25
5777,1984.5,718.5,153.75
5778,1962,678,120
5779,2023.651245,760.777527,190.230652
5780,2003.647949,696.384033,265.644531
5781,2028,769.5,288.75
5782,2062.90332,792.745667,285
5783,1999.5,837,288.75
5784,1949.432861,846.704224,281.503418
5785,1923,819,281.25
5786,1938,817.5,262.5
5787,1957.5,799.5,262.5
5788,2071.5,808.5,243.75
5789,2062.5,805.5,217.5
5790,2098.5,790.5,221.25
5791,2133.666992,778.306763,184.409119
5792,2097,786,240
5793,2141.412354,752.52002,269.497375
5794,2205,703.5,191.25
5795,2211,682.5,180
5796,2239.5,717,180
5797,2094,798,247.5
5798,2104.5,799.5,240
5799,2164.5,805.5,232.5
5800,2149.5,810,195
5801,2121,846,161.25
5802,2119.5,846,232.5
5803,2113.5,858,210
5804,2089.5,867,210
5805,1990.5,870,191.25
5806,1987.5,873,187.5
5807,1966.5,856.5,213.75
5808,2011.5,889.5,285
5809,1989,891,281.25
5810,1974,873,318.75
5811,2010,880.5,333.75
5812,2049,886.5,315
5813,2077.5,898.5,311.25
5814,2118.430664,883.221191,291.634033
5815,2118,895.5,270
5816,2127,861,251.25
5817,2140.5,882,228.75
5818,2152.5,949.5,266.25
5819,2170.5,946.5,251.25
5820,2172,936,236.25
5821,2155.5,946.5,217.5
5822,2172,970.5,210
5823,2116.5,1005,187.5
5824,2089.5,996,206.25
5825,2176.5,1005,232.5
5826,2184,996,210
5827,2181,997.5,187.5
5828,2190,1101,161.25
5829,2194.5,1108.5,142.5
5830,2227.5,1092,90
5831,2196,1089,30
5832,2241,1068,123.75
5833,2254.5,1069.5,105
5834,2268,1087.5,90
5835,2278.5,1072.5,60
5836,2302.5,1062,30
5837,2268,1101,30
5838,2280,1123.5,105
5839,2373,1129.5,90
5840,2277,1134,108.75
5841,2280,1141.5,86.25
5842,2292.77124,1177.414795,65.661743
5843,2247,1212,82.5
5844,2214,1260,67.5
5845,2188.5,1288.5,56.25
5846,2206.5,1327.5,30
5847,2187,1290,67.5
5848,2163.050781,1314.653931,68.966965
5849,2196.09668,1332.943115,89.921707
5850,2221.5,1357.5,71.25
5851,2224.135254,1370.737305,30.736275
5852,2233.5,1405.5,30
5853,2205,1396.5,75
5854,2197.110596,1453.483154,70.104317
5855,2249.570557,1474.057739,30.029667
5856,2229,1534.5,30
5857,2238,1441.5,108.75
5858,2218.5,1422,150
5859,2238,1446,127.5
5860,2239.5,1444.5,116.25
5861,2259,1464,105
5862,2154,1434,135
5863,2113.5,1479,120
5864,2102.648438,1508.727417,174.526886
5865,2047.5,1554,198.75
5866,2076,1600.5,225
5867,2143.5,1428,157.5
5868,2169,1372.5,202.5
5869,2158.779785,1325.718018,224.558121
5870,2049,1312.5,176.25
5871,2004,1296,168.75
5872,2004,1300.5,176.25
5873,1995,1353,180
5874,2051.828125,1358.569092,179.682465
5875,2080.5,1335,120
5876,2158.5,1348.5,30
5877,1957.5,1350,198.75
5878,1948.5,1345.5,198.75
5879,1944,1342.5,195
5880,1948.5,1330.5,206.25
5881,1915.5,1303.5,225
5882,1903.5,1305,198.75
5883,1900.5,1332,180
5884,1855.5,1338,236.25
5885,1833,1339.5,210
5886,1804.5,1372.5,165
5887,1866,1434,191.25
5888,1863,1443,180
5889,1873.5,1440,157.5
5890,1887,1437,131.25
5891,1894.5,1410,116.25
5892,1909.5,1434,123.75
5893,1917,1470,116.25
5894,1896,1471.5,97.5
5895,1912.559082,1451.689941,51.205296
5896,1932,1470,30
5897,1885.5,1503,90
5898,1861.5,1507.5,63.75
5899,1864.5,1503,30
5900,1888.5,1521,63.75
5901,1896,1521,41.25
5902,1906.5,1527,30
5903,1903.5,1509,63.75
5904,1914,1509,48.75
5905,1939.5,1519.5,30
5906,1914,1521,30
5907,1891.5,1510.5,82.5
5908,1884,1434,183.75
5909,1848,1462.5,198.75
5910,1855.5,1504.5,191.25
5911,1863,1512,172.5
5912,1895.165649,1592.230713,154.011826
5913,1941,1612.5,150
5914,1905,1623,105
5915,1902,1627.5,105
5916,1849.5,1606.5,123.75
5917,1843.5,1596,120
5918,1839,1584,150
5919,1848,1578,210
5920,1851,1579.5,217.5
5921,1885.5,1597.5,210
5922,1903.5,1653,180
5923,1909.5,1653,198.75
5924,1917,1635,210
5925,1902,1632,232.5
5926,1924.5,1584,195
5927,1941.088623,1580.065186,165.074432
5928,1891.5,1644,258.75
5929,1875,1605,262.5
5930,1846.5,1570.5,266.25
5931,1839,1560,251.25
5932,1807.5,1530,255
5933,1785,1530,213.75
5934,1759.5,1527,195
5935,1752,1518,195
5936,1744.5,1519.5,187.5
5937,1738.5,1527,180
5938,1735.5,1521,180
5939,1735.5,1513.5,183.75
5940,1726.5,1498.5,172.5
5941,1728,1494,176.25
5942,1722,1482,180
5943,1713,1486.5,127.5
5944,1716,1483.5,120
5945,1734,1467,108.75
5946,1735.5,1462.5,101.25
5947,1737,1456.5,93.75
5948,1729.5,1456.5,71.25
5949,1758,1458,30
5950,1698,1455,93.75
5951,1668,1462.5,30
5952,1720.5,1450.5,105
5953,1738.5,1450.5,101.25
5954,1782,1494,135
5955,1807.5,1455,221.25
5956,1809,1447.5,232.5
5957,1771.5,1441.5,258.75
5958,1762.5,1450.5,240
5959,1750.5,1450.5,262.5
5960,1764,1426.5,285
5961,1809,1380,288.75
5962,1812,1383,281.25
5963,1857.128052,1391.748169,277.943115
5964,1873.5,1363.5,281.25
5965,1854,1347,270
5966,1884,1342.5,288.75
5967,1900.5,1329,296.25
5968,1897.5,1305,277.5
5969,1911,1296,243.75
5970,1948.5,1294.5,262.5
5971,1983,1291.5,240
5972,2010,1297.5,247.5
5973,2020.5,1300.5,210
5974,2017.5,1300.5,300
5975,2065.5,1315.5,273.75
5976,2086.5,1312.5,266.25
5977,2110.5,1309.5,255
5978,2130,1297.5,255
5979,2154,1296,247.5
5980,2143.5,1269,232.5
5981,2056.5,1227,225
5982,2019,1207.5,213.75
5983,1958.552002,1174.098999,224.779068
5984,1909.5,1146,180
5985,1902,1129.5,142.5
5986,1893,1123.5,135
5987,1889.283569,1102.152466,119.305267
5988,1933.831909,1082.102661,112.075798
5989,1927.5,1117.5,90
5990,1926,1134,71.25
5991,1981.5,1140,30
5992,1915.5,1182,60
5993,1945.5,1218,30
5994,1888.5,1162.5,33.75
5995,1966.5,1138.5,116.25
5996,2005.5,1162.5,86.25
5997,2023.5,1170,93.75
5998,2073,1186.5,52.5
5999,2055,1167,30
6000,2122.425537,1189.983032,71.219658
6001,2209.5,1153.5,60
6002,2253,1116,30
6003,2184,1155,127.5
6004,2217,1188,120
6005,2251.5,1213.5,90
6006,2295.410645,1240.986084,100.575928
6007,2311.5,1245,41.25
6008,2332.5,1243.5,30
6009,2302.5,1273.5,30
6010,2217,1227,146.25
6011,2220.945801,1268.740479,144.008377
6012,2223,1279.5,108.75
6013,2218.5,1281,93.75
6014,2208,1294.5,90
6015,2239.5,1338,105
6016,2227.5,1356,90
6017,2241,1389,123.75
6018,2251.5,1404,123.75
6019,2254.5,1392,131.25
6020,2259,1395,131.25
6021,2257.5,1384.5,135
6022,2272.5,1351.5,127.5
6023,2256,1344,108.75
6024,2275.5,1383,67.5
6025,2278.5,1383,63.75
6026,2305.5,1342.5,30
6027,2356.5,1381.5,33.75
6028,2269.5,1390.5,71.25
6029,2298,1338,120
6030,2271,1315.5,135
6031,2232,1285.5,112.5
6032,2267.031494,1311.810913,75.60482
6033,2293.5,1299,30
6034,2286,1303.5,135
6035,2263.5,1419,135
6036,2175,1233,116.25
6037,2164.5,1239,93.75
6038,2143.5,1221,30
6039,2176.5,1228.5,131.25
6040,2154,1209,165
6041,2115,1218,161.25
6042,2089.5,1266,101.25
6043,2086.5,1275,93.75
6044,2098.5,1282.5,30
6045,2103,1270.5,101.25
6046,2134.847168,1288.260864,146.04895
6047,1974,1249.5,228.75
6048,1968,1251,225
